Silent date topic max mean median min stdv sum rt st
0 20160811 MB431 10.53 2.51 1.93 1.92 0.91 7883.15 3.0 6.0
1 20160802 MB436 6.24 2.48 2.06 2.03 0.56 10411.15 3.0 6.0
1 20160803 MB436 6.07 2.23 1.81 1.79 0.6 8915.13 3.0 6.0
1 20160804 MB436 6.06 2.3 1.87 1.85 0.58 8620.78 3.0 6.0
1 20160805 MB436 5.87 2.25 1.82 1.8 0.57 8244.83 3.0 6.0
1 20160806 MB436 7.7 2.62 2.18 2.16 0.62 7607.79 3.0 6.0
1 20160807 MB436 5.87 2.38 1.94 1.92 0.61 7080.46 3.0 6.0
1 20160808 MB436 7.16 2.82 2.36 2.32 0.63 5690.66 3.0 6.0
1 20160809 MB436 5.88 2.28 1.86 1.85 0.56 8300.29 3.0 6.0
1 20160810 MB436 7.26 2.58 2.13 2.11 0.62 8707.01 3.0 6.0
1 20160811 MB436 5.76 2.19 1.77 1.75 0.57 8621.41 3.0 6.0
0 20160802 MB438 7.73 2.54 2.3 2.07 0.54 15809.65 3.0 9.0
0 20160803 MB438 8.25 2.5 2.25 2.15 0.53 12447.79 3.0 9.0
0 20160804 MB438 8.1 2.4 2.2 2.1 0.45 12891.55 3.0 9.0
0 20160805 MB438 8.64 2.43 2.26 2.08 0.51 11407.17 3.0 9.0
0 20160806 MB438 8.79 2.7 2.49 2.28 0.56 11174.28 3.0 9.0
1 20160807 MB438 7.93 2.55 2.31 2.22 0.52 9867.38 3.0 9.0
0 20160808 MB438 8.23 2.88 2.65 2.52 0.53 9058.41 3.0 9.0
0 20160809 MB438 7.72 2.49 2.24 2.14 0.53 11550.19 3.0 9.0
0 20160810 MB438 8.38 2.72 2.53 2.29 0.53 12678.36 3.0 9.0
0 20160811 MB438 8.48 2.41 2.28 2.09 0.45 11881.18 3.0 9.0
1 20160802 MB440 9.38 0.89 0.63 0.57 0.78 24708.98 3.0 6.0
1 20160803 MB440 10.72 0.93 0.69 0.67 0.72 18171.14 3.0 6.0
1 20160804 MB440 9.58 0.93 0.67 0.64 0.77 18483.87 3.0 6.0
1 20160805 MB440 9.44 0.9 0.66 0.63 0.71 16854.3 3.0 6.0
1 20160806 MB440 8.11 1.11 0.77 0.72 0.77 21882.73 3.0 6.0
1 20160807 MB440 9.9 0.87 0.66 0.63 0.71 16091.95 3.0 6.0
1 20160808 MB440 11.6 1.13 0.89 0.84 0.74 15619.77 3.0 6.0
1 20160809 MB440 9.02 0.86 0.65 0.63 0.68 18254.45 3.0 6.0
1 20160810 MB440 9.14 1.0 0.74 0.69 0.76 21767.76 3.0 6.0
1 20160811 MB440 9.23 0.88 0.65 0.62 0.7 17696.57 3.0 6.0
1 20160802 RTS1 8.5 3.84 3.51 3.5 0.81 2510.14 3.0 6.0
1 20160803 RTS1 8.07 3.93 3.34 3.33 1.17 2584.86 3.0 6.0
1 20160804 RTS1 8.06 3.83 3.17 3.16 1.29 2614.03 3.0 6.0
1 20160805 RTS1 8.56 3.69 3.28 3.27 0.92 2102.41 3.0 6.0
1 20160806 RTS1 8.46 3.94 3.47 3.46 1.13 2088.38 3.0 6.0
1 20160807 RTS1 7.76 3.42 3.08 3.07 0.82 2078.97 3.0 6.0
1 20160808 RTS1 9.06 3.94 3.63 3.62 0.84 1536.54 3.0 6.0
1 20160809 RTS1 7.95 3.6 3.22 3.21 0.91 2166.51 3.0 6.0
1 20160810 RTS1 7.86 3.82 3.55 3.53 0.45 2630.59 3.0 6.0
1 20160811 RTS1 7.88 3.77 3.41 3.4 0.74 2059.84 3.0 6.0
1 20160802 RTS10 14.24 2.2 2.0 1.54 0.89 16741.08 5.5 6.0
1 20160803 RTS10 14.74 1.94 1.87 1.41 0.77 13589.35 5.5 6.0
1 20160804 RTS10 8.96 2.01 1.93 1.44 0.8 13358.96 5.5 6.0
1 20160805 RTS10 13.09 2.04 1.91 1.45 0.95 12248.67 5.5 6.0
1 20160806 RTS10 13.89 2.51 2.09 1.79 1.34 15590.83 5.5 6.0
1 20160807 RTS10 12.69 1.71 1.61 1.26 0.87 13318.48 5.5 6.0
1 20160808 RTS10 14.22 2.45 2.16 1.92 1.0 10684.87 5.5 6.0
1 20160809 RTS10 12.32 1.79 1.53 1.35 0.92 14715.51 5.5 6.0
1 20160810 RTS10 14.22 2.18 2.07 1.57 0.86 14881.52 5.5 6.0
1 20160811 RTS10 14.82 1.91 1.92 1.41 0.74 13028.7 5.5 6.0
1 20160802 RTS13 5.17 0.67 0.38 0.31 0.59 30840.4 3.0 6.0
1 20160803 RTS13 5.59 0.63 0.34 0.29 0.56 24991.73 3.0 6.0
1 20160804 RTS13 5.17 0.62 0.34 0.28 0.57 24322.39 3.0 6.0
1 20160805 RTS13 5.12 0.61 0.33 0.3 0.56 22855.52 3.0 6.0
1 20160806 RTS13 5.05 0.74 0.43 0.34 0.6 24813.0 3.0 6.0
1 20160807 RTS13 5.1 0.57 0.31 0.26 0.55 20270.06 3.0 6.0
1 20160808 RTS13 5.96 0.81 0.48 0.39 0.64 20498.91 3.0 6.0
1 20160809 RTS13 5.37 0.6 0.33 0.31 0.55 23044.65 3.0 6.0
1 20160810 RTS13 5.58 0.72 0.43 0.33 0.6 27725.49 3.0 6.0
1 20160811 RTS13 5.46 0.61 0.34 0.31 0.56 22690.34 3.0 6.0
1 20160802 RTS14 7.86 2.72 2.68 2.67 0.36 3536.49 3.0 9.0
1 20160803 RTS14 8.13 2.54 2.51 2.5 0.29 3001.67 3.0 9.0
0 20160804 RTS14 8.41 2.56 2.54 2.53 0.25 2924.98 3.0 9.0
0 20160805 RTS14 8.73 2.58 2.57 2.55 0.2 2612.88 3.0 9.0
0 20160806 RTS14 8.49 2.93 2.91 2.9 0.28 2441.62 3.0 9.0
1 20160807 RTS14 7.93 2.64 2.61 2.6 0.32 2288.04 3.0 9.0
0 20160808 RTS14 8.36 3.2 3.18 3.15 0.31 1782.45 3.0 9.0
0 20160809 RTS14 8.35 2.58 2.56 2.55 0.26 2694.7 3.0 9.0
1 20160810 RTS14 8.1 2.99 2.96 2.94 0.35 2662.82 3.0 9.0
0 20160811 RTS14 8.74 2.66 2.65 2.64 0.21 2508.16 3.0 9.0
0 20160802 RTS19 13.78 4.23 4.24 3.87 0.78 3458.59 3.0 9.0
0 20160803 RTS19 9.01 4.28 4.16 4.0 0.74 2663.38 3.0 9.0
0 20160804 RTS19 8.78 4.22 4.11 3.98 0.71 2740.94 3.0 9.0
0 20160805 RTS19 9.64 4.12 4.13 3.78 0.75 2631.11 3.0 9.0
0 20160806 RTS19 9.22 4.49 4.32 4.16 0.79 2463.04 3.0 9.0
0 20160807 RTS19 8.84 4.51 4.5 4.25 0.58 1710.06 3.0 9.0
0 20160808 RTS19 9.36 4.65 4.65 4.21 0.79 1711.51 3.0 9.0
0 20160809 RTS19 12.74 4.28 4.25 3.99 0.58 2265.0 3.0 9.0
0 20160810 RTS19 10.13 4.42 4.24 4.13 0.73 2743.33 3.0 9.0
1 20160811 RTS19 9.61 4.37 4.26 4.11 0.59 2091.95 3.0 9.0
1 20160802 RTS2 6.5 3.37 3.17 3.16 0.66 2702.08 3.0 7.5
1 20160803 RTS2 6.81 3.08 2.94 2.92 0.61 2320.73 3.0 7.5
1 20160804 RTS2 6.15 2.82 2.68 2.66 0.6 2714.13 3.0 7.5
0 20160805 RTS2 7.4 3.05 2.95 2.94 0.55 2021.7 3.0 7.5
0 20160806 RTS2 6.53 3.56 3.37 3.35 0.65 1970.98 3.0 7.5
0 20160807 RTS2 6.07 2.96 2.66 2.65 0.68 1980.18 3.0 7.5
1 20160808 RTS2 4.91 3.62 3.18 3.17 0.65 1951.11 3.0 7.5
0 20160809 RTS2 4.98 3.3 3.0 2.99 0.66 2275.24 3.0 7.5
0 20160810 RTS2 5.17 3.88 3.57 3.56 0.61 2089.64 3.0 7.5
0 20160811 RTS2 5.12 3.73 3.44 3.43 0.45 2035.47 3.0 7.5
1 20160802 RTS21 13.05 1.42 1.31 1.22 0.6 9279.34 3.0 6.0
1 20160803 RTS21 7.33 1.38 1.3 1.21 0.54 6960.76 3.0 6.0
1 20160804 RTS21 12.48 1.36 1.25 1.16 0.6 7157.6 3.0 6.0
1 20160805 RTS21 7.92 1.38 1.28 1.23 0.57 6471.65 3.0 6.0
1 20160806 RTS21 7.4 1.43 1.35 1.26 0.54 7137.31 3.0 6.0
1 20160807 RTS21 7.7 1.41 1.33 1.29 0.53 5519.23 3.0 6.0
1 20160808 RTS21 8.21 1.35 1.28 1.19 0.5 6441.58 3.0 6.0
1 20160809 RTS21 12.28 1.27 1.17 1.12 0.64 7041.43 3.0 6.0
1 20160810 RTS21 11.76 1.26 1.09 1.0 0.69 8735.13 3.0 6.0
1 20160811 RTS21 12.17 1.48 1.34 1.31 0.7 6568.18 3.0 6.0
1 20160802 RTS24 6.04 2.0 1.66 1.61 0.52 14084.82 3.0 7.0
1 20160803 RTS24 4.88 1.89 1.62 1.56 0.46 11911.33 3.0 7.0
1 20160804 RTS24 5.44 1.92 1.62 1.59 0.45 11846.51 3.0 7.0
1 20160805 RTS24 5.57 1.81 1.46 1.44 0.53 11020.6 3.0 7.0
0 20160806 RTS24 5.95 1.75 1.38 1.31 0.65 11587.11 3.0 7.0
1 20160807 RTS24 5.35 1.54 1.17 1.16 0.63 10134.29 3.0 7.0
1 20160808 RTS24 4.6 1.2 0.91 0.86 0.7 11310.21 3.0 7.0
1 20160809 RTS24 5.06 1.37 1.02 1.01 0.61 12678.99 3.0 7.0
0 20160810 RTS24 6.74 0.95 0.68 0.64 0.64 17698.72 3.0 7.0
1 20160811 RTS24 5.6 1.32 0.98 0.96 0.6 13169.96 3.0 7.0
1 20160802 RTS25 12.58 2.45 1.8 1.21 1.54 30263.28 3.0 6.0
1 20160803 RTS25 10.28 2.19 2.05 1.1 1.2 27798.96 3.0 6.0
1 20160804 RTS25 10.88 2.2 1.98 1.06 1.22 28503.55 3.0 6.0
1 20160805 RTS25 10.06 1.91 1.94 1.0 0.93 31513.79 3.0 6.0
1 20160806 RTS25 9.61 1.59 1.38 0.98 0.7 39726.44 3.0 6.0
1 20160807 RTS25 8.95 1.63 1.52 0.86 0.85 31399.61 3.0 6.0
1 20160808 RTS25 8.59 1.48 1.19 0.99 0.68 34521.51 3.0 6.0
1 20160809 RTS25 8.95 1.45 1.36 0.8 0.69 34996.87 3.0 6.0
1 20160810 RTS25 9.94 1.48 1.27 0.95 0.66 43141.79 3.0 6.0
1 20160811 RTS25 9.47 1.63 1.58 0.91 0.73 32956.79 3.0 6.0
1 20160802 RTS27 4.62 0.52 0.34 0.27 0.56 22789.34 3.0 6.0
1 20160803 RTS27 3.77 0.48 0.31 0.24 0.55 17717.95 3.0 6.0
1 20160804 RTS27 5.57 0.47 0.3 0.25 0.53 17717.06 3.0 6.0
1 20160805 RTS27 4.42 0.45 0.29 0.27 0.54 15488.07 3.0 6.0
1 20160806 RTS27 3.95 0.54 0.32 0.23 0.54 20605.42 3.0 6.0
1 20160807 RTS27 3.8 0.48 0.29 0.26 0.54 15588.58 3.0 6.0
1 20160808 RTS27 4.58 0.58 0.38 0.29 0.57 16245.89 3.0 6.0
1 20160809 RTS27 4.16 0.45 0.28 0.26 0.53 16661.59 3.0 6.0
1 20160810 RTS27 4.33 0.51 0.34 0.25 0.56 20242.41 3.0 6.0
1 20160811 RTS27 4.27 0.43 0.28 0.25 0.53 16136.09 3.0 6.0
1 20160802 RTS28 23.43 0.48 0.31 0.24 0.67 24255.6 3.0 6.0
1 20160803 RTS28 23.64 0.43 0.27 0.21 0.65 18671.93 3.0 6.0
1 20160804 RTS28 19.71 0.43 0.28 0.21 0.59 17961.01 3.0 6.0
0 20160805 RTS28 18.58 0.41 0.26 0.21 0.55 16930.35 3.0 6.0
0 20160806 RTS28 19.99 0.56 0.38 0.29 0.6 18690.08 3.0 6.0
1 20160807 RTS28 16.57 0.47 0.3 0.28 0.6 15538.96 3.0 6.0
0 20160808 RTS28 19.56 0.6 0.42 0.35 0.58 16000.23 3.0 6.0
0 20160809 RTS28 20.1 0.42 0.27 0.22 0.56 17233.26 3.0 6.0
0 20160810 RTS28 19.09 0.51 0.34 0.25 0.61 21353.8 3.0 6.0
1 20160811 RTS28 19.77 0.42 0.26 0.22 0.57 17597.15 3.0 6.0
1 20160802 RTS31 8.78 1.46 1.01 0.92 1.07 17564.58 3.0 6.0
1 20160803 RTS31 8.06 1.42 0.99 0.9 1.04 13331.8 3.0 6.0
1 20160804 RTS31 9.73 1.41 1.03 0.94 0.93 12569.68 3.0 6.0
1 20160805 RTS31 7.66 1.39 1.0 0.96 0.88 11953.92 3.0 6.0
1 20160806 RTS31 7.94 1.4 1.04 0.95 0.86 13052.46 3.0 6.0
1 20160807 RTS31 8.0 1.29 0.93 0.91 0.77 10940.01 3.0 6.0
1 20160808 RTS31 8.79 1.33 0.96 0.87 0.84 11208.17 3.0 6.0
1 20160809 RTS31 8.42 1.39 1.03 0.98 0.8 11728.41 3.0 6.0
1 20160810 RTS31 8.97 1.46 1.1 1.0 0.84 13939.17 3.0 6.0
1 20160811 RTS31 8.17 1.35 0.98 0.96 0.84 12076.77 3.0 6.0
1 20160802 RTS32 11.2 1.94 1.24 1.17 1.01 22501.88 3.0 7.0
1 20160803 RTS32 7.91 1.77 1.47 1.21 0.85 20120.72 3.0 7.0
1 20160804 RTS32 9.94 1.77 1.37 1.25 0.84 20200.69 3.0 7.0
1 20160805 RTS32 6.35 1.49 1.2 0.96 0.74 21837.27 3.0 7.0
1 20160806 RTS32 9.31 1.19 1.24 0.65 0.68 27215.56 3.0 7.0
1 20160807 RTS32 6.21 1.25 1.17 0.75 0.68 20804.46 3.0 7.0
1 20160808 RTS32 5.9 1.04 0.59 0.58 0.71 22720.38 3.0 7.0
1 20160809 RTS32 5.75 1.16 0.69 0.67 0.69 22844.48 3.0 7.0
1 20160810 RTS32 6.66 1.1 0.64 0.59 0.74 28272.25 3.0 7.0
1 20160811 RTS32 5.89 1.25 1.17 0.77 0.7 22398.42 3.0 7.0
1 20160802 RTS35 7.74 1.23 0.77 0.68 0.7 24908.99 3.0 7.0
1 20160803 RTS35 4.95 1.12 0.68 0.66 0.67 20269.15 3.0 7.0
1 20160804 RTS35 5.66 1.12 0.68 0.62 0.68 19934.77 3.0 7.0
1 20160805 RTS35 6.37 1.03 0.62 0.6 0.68 18774.76 3.0 7.0
1 20160806 RTS35 8.33 1.18 0.75 0.7 0.73 19508.26 3.0 7.0
1 20160807 RTS35 6.06 1.02 0.62 0.61 0.69 16184.96 3.0 7.0
0 20160808 RTS35 6.55 1.33 0.88 0.82 0.71 16315.58 3.0 7.0
0 20160809 RTS35 5.44 1.11 0.69 0.68 0.65 18987.55 3.0 7.0
0 20160810 RTS35 6.08 1.22 0.8 0.73 0.73 20935.07 3.0 7.0
0 20160811 RTS35 4.38 1.06 0.65 0.63 0.65 18970.18 3.0 7.0
1 20160802 RTS36 11.02 2.15 1.96 1.91 0.81 6411.37 3.0 6.0
1 20160803 RTS36 8.07 2.12 1.94 1.93 0.77 4919.76 3.0 6.0
1 20160804 RTS36 6.99 2.16 1.96 1.95 0.78 4921.57 3.0 6.0
1 20160805 RTS36 7.48 2.2 1.98 1.96 0.8 4530.18 3.0 6.0
1 20160806 RTS36 11.25 2.54 2.31 2.27 0.83 4208.99 3.0 6.0
1 20160807 RTS36 7.05 2.18 2.01 2.0 0.73 3748.48 3.0 6.0
1 20160808 RTS36 13.87 2.81 2.54 2.49 1.0 3196.45 3.0 6.0
1 20160809 RTS36 12.44 2.17 1.94 1.93 0.89 4681.68 3.0 6.0
1 20160810 RTS36 8.37 2.38 2.2 2.15 0.78 4933.66 3.0 6.0
1 20160811 RTS36 10.91 2.12 1.93 1.92 0.78 4555.69 3.0 6.0
1 20160802 RTS37 3.6 1.12 0.9 0.81 0.49 15487.75 3.0 6.0
1 20160803 RTS37 3.34 1.01 0.82 0.77 0.5 12028.14 3.0 6.0
1 20160804 RTS37 3.77 1.01 0.82 0.77 0.51 11601.85 3.0 6.0
1 20160805 RTS37 3.84 0.95 0.77 0.75 0.51 10849.03 3.0 6.0
1 20160806 RTS37 5.12 1.03 0.85 0.75 0.52 12367.27 3.0 6.0
1 20160807 RTS37 3.19 0.9 0.73 0.72 0.51 9915.05 3.0 6.0
1 20160808 RTS37 3.66 0.97 0.77 0.68 0.48 11833.68 3.0 6.0
1 20160809 RTS37 3.49 0.87 0.7 0.68 0.51 11330.36 3.0 6.0
1 20160810 RTS37 3.41 1.11 0.9 0.81 0.51 13808.97 3.0 6.0
1 20160811 RTS37 3.66 0.91 0.73 0.71 0.51 11321.18 3.0 6.0
0 20160802 RTS4 9.42 1.68 1.23 1.18 0.82 17894.57 3.0 6.0
1 20160803 RTS4 8.45 1.52 1.16 1.13 0.72 16148.03 3.0 6.0
1 20160804 RTS4 9.69 1.48 1.35 1.14 0.72 16416.81 3.0 6.0
1 20160805 RTS4 9.6 1.25 1.13 0.96 0.68 16960.52 3.0 6.0
1 20160806 RTS4 7.77 1.04 0.7 0.65 0.76 21551.44 3.0 6.0
1 20160807 RTS4 9.31 1.07 0.77 0.75 0.76 17845.52 3.0 6.0
1 20160808 RTS4 8.21 0.96 0.59 0.58 0.79 20024.4 3.0 6.0
1 20160809 RTS4 7.86 1.02 0.69 0.67 0.78 20816.03 3.0 6.0
1 20160810 RTS4 8.05 1.02 0.64 0.61 0.8 25879.01 3.0 6.0
1 20160811 RTS4 7.9 1.13 0.8 0.77 0.78 19783.11 3.0 6.0
1 20160802 RTS43 9.55 1.29 0.6 0.57 0.97 34902.02 3.0 9.0
1 20160803 RTS43 10.08 1.14 0.51 0.46 0.96 28037.56 3.0 9.0
1 20160804 RTS43 11.21 1.25 0.58 0.55 0.97 27437.25 3.0 9.0
1 20160805 RTS43 9.91 1.32 0.63 0.6 1.0 23950.7 3.0 9.0
1 20160806 RTS43 11.78 1.62 1.48 0.9 1.01 23692.39 3.0 9.0
1 20160807 RTS43 10.61 1.43 1.24 0.74 0.95 20767.63 3.0 9.0
1 20160808 RTS43 10.78 1.81 1.49 0.97 1.09 19548.12 3.0 9.0
1 20160809 RTS43 10.36 1.19 0.56 0.53 0.87 25708.39 3.0 9.0
1 20160810 RTS43 8.73 1.23 0.94 0.56 0.81 34460.38 3.0 9.0
1 20160811 RTS43 7.79 1.16 1.41 0.53 0.74 28762.99 3.0 9.0
1 20160802 RTS5 8.91 2.51 2.0 1.99 0.85 9265.83 3.0 7.5
1 20160803 RTS5 7.77 1.97 1.47 1.46 0.81 10384.09 3.0 7.5
1 20160804 RTS5 7.08 1.89 1.37 1.35 0.88 10755.24 3.0 7.5
1 20160805 RTS5 6.46 1.39 0.97 0.96 0.85 11650.19 3.0 7.5
1 20160806 RTS5 5.03 0.98 0.7 0.65 0.55 18657.36 3.0 7.5
1 20160807 RTS5 6.52 1.07 0.76 0.75 0.74 11297.93 3.0 7.5
1 20160808 RTS5 7.82 0.8 0.59 0.58 0.72 13012.33 3.0 7.5
1 20160809 RTS5 6.42 0.94 0.68 0.67 0.72 12710.94 3.0 7.5
1 20160810 RTS5 6.55 0.87 0.63 0.61 0.73 16607.3 3.0 7.5
1 20160811 RTS5 7.59 1.06 0.79 0.77 0.77 11658.33 3.0 7.5
1 20160802 RTS6 7.25 2.43 2.0 1.99 0.93 7781.63 3.0 6.0
1 20160803 RTS6 6.26 1.85 1.47 1.46 0.9 8110.61 3.0 6.0
1 20160804 RTS6 7.65 1.71 1.37 1.35 0.89 8391.48 3.0 6.0
0 20160805 RTS6 5.42 1.27 0.97 0.96 0.83 9633.74 3.0 6.0
1 20160806 RTS6 6.16 0.97 0.69 0.65 0.72 14723.37 3.0 6.0
1 20160807 RTS6 6.13 1.12 0.76 0.75 0.71 12098.29 3.0 6.0
1 20160808 RTS6 5.24 0.88 0.59 0.58 0.55 16456.61 3.0 6.0
1 20160809 RTS6 5.88 0.98 0.68 0.67 0.63 14078.4 3.0 6.0
1 20160810 RTS6 5.61 0.88 0.64 0.59 0.47 21204.4 3.0 6.0
1 20160811 RTS6 5.89 1.13 0.79 0.77 0.65 14080.43 3.0 6.0
