date max mean median min stdv sum topic n1 no st rt
20170803 6.14 2.28 2.19 1.85 0.45 12065.85 RTS166 0.3967 0.3967 6.0 5.0
20170804 5.35 2.3 2.43 1.84 0.43 12260.96 RTS166 0.3967 0.3967 6.0 5.0
20170805 4.25 2.13 2.24 1.75 0.32 12443.85 RTS166 0.3967 0.3967 6.0 5.0
20170729 13.63 2.43 1.83 1.82 1.09 7295.61 RTS167 0.2221 0.2221 10.0 3.0
20170730 14.18 2.46 1.87 1.84 1.05 7823.96 RTS167 0.2221 0.2221 10.0 3.0
20170731 12.83 2.15 1.63 1.6 0.94 10305.3 RTS167 0.2221 0.2221 10.0 3.0
20170801 9.14 2.51 1.77 1.75 1.2 10912.55 RTS167 0.2221 0.2221 10.0 3.0
20170802 8.82 2.36 1.72 1.7 1.09 10177.68 RTS167 0.2221 0.2221 10.0 3.0
20170803 10.7 2.09 1.59 1.57 0.83 11250.26 RTS167 0.2221 0.2221 10.0 3.0
20170804 13.88 2.26 1.71 1.7 0.94 9622.32 RTS167 0.2221 0.2221 10.0 3.0
20170805 10.64 2.5 1.81 1.8 1.19 7693.1 RTS167 0.2221 0.2221 10.0 3.0
20170729 11.67 2.03 1.59 1.57 0.66 9338.98 RTS171 0.3753 0.3753 6.0 3.0
20170730 10.18 2.15 1.68 1.66 0.7 9876.83 RTS171 0.3753 0.3753 6.0 3.0
20170731 11.66 2.08 1.57 1.56 0.76 9890.36 RTS171 0.3753 0.3753 6.0 3.0
20170801 10.37 1.83 1.37 1.35 0.79 10752.32 RTS171 0.3753 0.3753 6.0 3.0
20170802 5.89 1.73 1.28 1.27 0.81 9829.98 RTS171 0.3753 0.3753 6.0 3.0
20170803 10.11 2.07 1.59 1.57 0.72 10415.25 RTS171 0.3753 0.3753 6.0 3.0
20170804 10.47 2.1 1.62 1.61 0.75 10056.33 RTS171 0.3753 0.3753 6.0 3.0
20170805 7.03 1.92 1.46 1.45 0.75 9449.01 RTS171 0.3753 0.3753 6.0 3.0
20170729 12.35 1.98 1.36 1.33 0.81 12327.66 RTS173 0.6812 0.5937 8.5 6.0
20170730 8.61 2.15 2.05 1.6 0.71 13254.45 RTS173 0.6812 0.5937 8.5 6.0
20170731 6.44 2.08 2.05 1.46 0.7 13898.05 RTS173 0.6812 0.5937 8.5 6.0
20170801 8.6 2.03 1.42 1.41 0.74 14431.84 RTS173 0.6812 0.5937 8.5 6.0
20170802 10.4 1.86 1.29 1.27 0.75 13997.29 RTS173 0.6812 0.5937 8.5 6.0
20170803 8.13 1.87 1.86 1.3 0.7 16129.83 RTS173 0.6812 0.5937 8.5 6.0
20170804 8.66 1.85 1.25 1.23 0.79 15312.75 RTS173 0.6812 0.5937 8.5 6.0
20170805 9.75 1.85 1.24 1.22 0.77 14275.43 RTS173 0.6812 0.5937 8.5 6.0
20170729 11.73 3.99 3.39 3.38 1.2 2312.23 RTS174 0.2738 0.2738 10.0 3.0
20170730 12.79 4.22 3.69 3.67 1.04 2094.22 RTS174 0.2738 0.2738 10.0 3.0
20170731 11.79 3.73 3.16 3.15 1.16 2779.52 RTS174 0.2738 0.2738 10.0 3.0
20170801 16.19 3.73 3.18 3.17 1.13 2836.48 RTS174 0.2738 0.2738 10.0 3.0
20170802 16.22 3.69 3.11 3.1 1.35 2602.12 RTS174 0.2738 0.2738 10.0 3.0
20170803 14.4 3.35 3.16 3.06 0.95 4222.32 RTS174 0.2738 0.2738 10.0 3.0
20170804 12.18 3.68 3.16 3.15 1.03 3217.46 RTS174 0.2738 0.2738 10.0 3.0
20170805 16.16 3.8 3.23 3.22 1.22 2467.85 RTS174 0.2738 0.2738 10.0 3.0
20170729 10.81 1.8 1.58 1.2 0.86 16706.95 RTS176 0.5789 0.5789 10.5 3.0
20170730 10.23 1.88 1.67 1.26 0.87 18542.27 RTS176 0.5789 0.5789 10.5 3.0
20170731 7.77 1.82 1.57 1.18 0.86 19557.67 RTS176 0.5789 0.5789 10.5 3.0
20170801 8.2 1.67 1.36 1.14 0.83 20619.38 RTS176 0.5789 0.5789 10.5 3.0
20170802 7.32 1.53 1.27 1.0 0.86 19140.13 RTS176 0.5789 0.5789 10.5 3.0
20170803 9.74 1.74 1.58 1.11 0.87 20226.1 RTS176 0.5789 0.5789 10.5 3.0
20170804 7.18 1.79 1.61 1.17 0.86 19862.03 RTS176 0.5789 0.5789 10.5 3.0
20170805 8.48 1.7 1.45 1.14 0.88 17191.01 RTS176 0.5789 0.5789 10.5 3.0
20170729 10.54 2.34 1.76 1.74 0.81 9707.45 RTS177 0.6503 0.6503 10.0 3.0
20170730 8.14 2.49 1.86 1.84 0.83 10295.79 RTS177 0.6503 0.6503 10.0 3.0
20170731 9.15 2.34 1.75 1.73 0.81 10908.29 RTS177 0.6503 0.6503 10.0 3.0
20170801 9.01 2.34 1.77 1.75 0.78 11522.26 RTS177 0.6503 0.6503 10.0 3.0
20170802 9.66 2.29 1.71 1.69 0.77 10576.29 RTS177 0.6503 0.6503 10.0 3.0
20170803 9.31 2.4 1.79 1.77 0.8 10919.9 RTS177 0.6503 0.6503 10.0 3.0
20170804 7.85 2.4 1.8 1.78 0.76 11266.05 RTS177 0.6503 0.6503 10.0 3.0
20170805 9.19 2.22 1.63 1.62 0.83 10396.61 RTS177 0.6503 0.6503 10.0 3.0
20170729 10.93 1.96 1.49 1.34 0.79 18872.27 RTS179 0.008 0.008 6.0 3.0
20170730 9.46 2.07 1.64 1.6 0.76 19831.79 RTS179 0.008 0.008 6.0 3.0
20170731 10.24 1.91 1.63 1.46 0.67 21460.34 RTS179 0.008 0.008 6.0 3.0
20170801 8.76 2.0 1.6 1.41 0.78 21271.32 RTS179 0.008 0.008 6.0 3.0
20170802 10.62 1.94 1.68 1.27 0.78 19856.49 RTS179 0.008 0.008 6.0 3.0
20170803 10.65 1.97 1.65 1.3 0.81 21007.44 RTS179 0.008 0.008 6.0 3.0
20170804 8.47 1.89 1.64 1.23 0.83 21071.25 RTS179 0.008 0.008 6.0 3.0
20170805 8.78 1.8 1.53 1.22 0.79 18791.51 RTS179 0.008 0.008 6.0 3.0
20170729 7.86 0.85 0.32 0.27 0.77 38505.7 RTS182 0.3859 0.3859 7.0 3.0
20170730 7.4 0.94 0.37 0.32 0.8 41162.52 RTS182 0.3859 0.3859 7.0 3.0
20170731 7.52 0.88 0.33 0.3 0.75 44264.73 RTS182 0.3859 0.3859 7.0 3.0
20170801 6.8 0.87 0.33 0.31 0.75 44632.22 RTS182 0.3859 0.3859 7.0 3.0
20170802 8.07 0.87 0.33 0.3 0.73 41307.8 RTS182 0.3859 0.3859 7.0 3.0
20170803 7.07 0.91 0.35 0.31 0.75 46403.23 RTS182 0.3859 0.3859 7.0 3.0
20170804 7.96 0.89 0.34 0.31 0.75 45401.51 RTS182 0.3859 0.3859 7.0 3.0
20170805 7.09 0.86 0.33 0.3 0.75 39504.34 RTS182 0.3859 0.3859 7.0 3.0
20170729 5.14 1.36 1.05 0.92 0.57 24646.2 RTS186 0.0 0.0 10.0 3.0
20170730 5.07 1.45 1.22 0.9 0.63 25478.68 RTS186 0.0 0.0 10.0 3.0
20170731 5.49 1.21 0.88 0.83 0.6 28682.95 RTS186 0.0 0.0 10.0 3.0
20170801 5.23 1.23 0.92 0.84 0.59 30050.71 RTS186 0.0 0.0 10.0 3.0
20170802 4.95 1.21 0.88 0.85 0.58 26738.22 RTS186 0.0 0.0 10.0 3.0
20170803 5.45 1.28 0.94 0.91 0.56 29667.13 RTS186 0.0 0.0 10.0 3.0
20170804 5.21 1.36 1.07 0.94 0.53 29773.45 RTS186 0.0 0.0 10.0 3.0
20170805 4.88 1.36 1.09 0.93 0.53 26045.16 RTS186 0.0 0.0 10.0 3.0
20170729 6.61 1.9 1.57 1.54 0.79 6000.0 RTS187 0.17 0.17 6.0 3.0
20170730 6.91 1.98 1.67 1.65 0.79 6141.73 RTS187 0.17 0.17 6.0 3.0
20170731 6.57 1.88 1.56 1.55 0.8 6401.82 RTS187 0.17 0.17 6.0 3.0
20170801 6.36 1.71 1.43 1.42 0.78 7094.13 RTS187 0.17 0.17 6.0 3.0
20170802 6.47 1.73 1.39 1.38 0.77 6636.81 RTS187 0.17 0.17 6.0 3.0
20170803 6.83 1.82 1.51 1.49 0.74 7114.97 RTS187 0.17 0.17 6.0 3.0
20170804 6.32 1.8 1.51 1.48 0.8 7058.6 RTS187 0.17 0.17 6.0 3.0
20170805 5.41 1.9 1.56 1.53 0.76 6477.16 RTS187 0.17 0.17 6.0 3.0
20170729 10.23 2.45 2.13 2.02 0.78 9975.47 RTS190 0.4432 0.4057 10.5 3.0
20170730 13.6 2.51 2.11 2.06 0.96 11082.73 RTS190 0.4432 0.4057 10.5 3.0
20170731 14.3 2.5 2.36 1.96 0.9 10832.53 RTS190 0.4432 0.4057 10.5 3.0
20170801 17.35 2.37 2.33 1.84 0.82 12140.74 RTS190 0.4432 0.4057 10.5 3.0
20170802 14.17 2.32 2.12 1.87 0.74 10885.63 RTS190 0.4432 0.4057 10.5 3.0
20170803 14.86 2.29 2.1 1.95 0.67 12272.66 RTS190 0.4432 0.4057 10.5 3.0
20170804 14.74 2.3 2.19 1.93 0.67 12394.99 RTS190 0.4432 0.4057 10.5 3.0
20170805 8.65 2.19 2.01 1.8 0.65 11483.08 RTS190 0.4432 0.4057 10.5 3.0
20170729 8.35 3.54 3.62 2.93 0.63 5082.62 RTS193 0.2369 0.2369 6.0 3.0
20170730 9.49 3.64 3.73 3.05 0.67 5362.31 RTS193 0.2369 0.2369 6.0 3.0
20170731 8.16 3.51 3.44 2.99 0.56 5951.73 RTS193 0.2369 0.2369 6.0 3.0
20170801 11.59 3.46 3.6 2.86 0.67 6271.56 RTS193 0.2369 0.2369 6.0 3.0
20170802 8.43 3.4 3.62 2.71 0.77 5525.03 RTS193 0.2369 0.2369 6.0 3.0
20170803 8.25 3.41 3.54 2.79 0.75 6534.11 RTS193 0.2369 0.2369 6.0 3.0
20170804 7.8 3.37 3.01 2.95 0.58 7045.64 RTS193 0.2369 0.2369 6.0 3.0
20170805 9.2 3.61 3.58 3.14 0.6 5508.44 RTS193 0.2369 0.2369 6.0 3.0
20170729 14.06 0.69 0.32 0.29 0.8 21871.73 RTS204 0.3972 0.3972 10.0 3.0
20170730 11.14 0.78 0.37 0.27 0.91 24043.18 RTS204 0.3972 0.3972 10.0 3.0
20170731 12.15 0.65 0.29 0.24 0.8 26435.66 RTS204 0.3972 0.3972 10.0 3.0
20170801 12.8 0.61 0.26 0.23 0.76 27244.61 RTS204 0.3972 0.3972 10.0 3.0
20170802 11.36 0.63 0.27 0.23 0.77 24242.62 RTS204 0.3972 0.3972 10.0 3.0
20170803 14.77 0.59 0.26 0.23 0.75 27564.32 RTS204 0.3972 0.3972 10.0 3.0
20170804 12.56 0.62 0.27 0.25 0.77 27858.81 RTS204 0.3972 0.3972 10.0 3.0
20170805 11.25 0.67 0.3 0.25 0.81 23752.6 RTS204 0.3972 0.3972 10.0 3.0
20170729 15.16 0.44 0.29 0.26 0.69 13986.9 RTS205 0.3849 0.3849 10.0 3.0
20170730 11.78 0.51 0.33 0.31 0.74 15654.33 RTS205 0.3849 0.3849 10.0 3.0
20170731 15.41 0.46 0.29 0.25 0.69 16212.34 RTS205 0.3849 0.3849 10.0 3.0
20170801 14.56 0.47 0.29 0.27 0.7 16842.4 RTS205 0.3849 0.3849 10.0 3.0
20170802 14.61 0.49 0.3 0.28 0.7 15702.17 RTS205 0.3849 0.3849 10.0 3.0
20170803 12.55 0.53 0.29 0.27 0.76 19284.01 RTS205 0.3849 0.3849 10.0 3.0
20170804 13.52 0.51 0.3 0.28 0.73 18365.65 RTS205 0.3849 0.3849 10.0 3.0
20170805 14.74 0.47 0.3 0.27 0.69 15109.49 RTS205 0.3849 0.3849 10.0 3.0
20170729 10.22 2.07 1.43 1.41 1.09 10379.38 RTS207 0.499 0.499 6.0 3.0
20170730 11.56 1.94 1.34 1.32 1.13 11380.3 RTS207 0.499 0.499 6.0 3.0
20170731 10.98 1.88 1.25 1.24 1.11 12701.79 RTS207 0.499 0.499 6.0 3.0
20170801 10.63 2.03 1.39 1.37 1.08 13445.66 RTS207 0.499 0.499 6.0 3.0
20170802 9.75 2.02 1.38 1.37 1.07 11828.08 RTS207 0.499 0.499 6.0 3.0
20170803 11.06 2.03 1.41 1.39 1.07 13172.14 RTS207 0.499 0.499 6.0 3.0
20170804 10.19 2.03 1.4 1.39 1.02 13449.76 RTS207 0.499 0.499 6.0 3.0
20170805 8.2 2.1 1.44 1.43 1.08 10783.52 RTS207 0.499 0.499 6.0 3.0
20170729 9.5 0.99 0.79 0.53 0.72 28935.34 RTS209 0.6626 0.6626 8.5 3.0
20170730 11.42 1.06 0.84 0.56 0.73 31045.09 RTS209 0.6626 0.6626 8.5 3.0
20170731 9.28 0.94 0.66 0.54 0.7 33204.07 RTS209 0.6626 0.6626 8.5 3.0
20170801 9.75 0.95 0.67 0.54 0.71 35053.14 RTS209 0.6626 0.6626 8.5 3.0
20170802 8.48 0.94 0.74 0.5 0.72 30854.79 RTS209 0.6626 0.6626 8.5 3.0
20170803 7.45 1.0 0.69 0.6 0.71 34605.43 RTS209 0.6626 0.6626 8.5 3.0
20170804 7.05 0.98 0.7 0.58 0.7 34907.78 RTS209 0.6626 0.6626 8.5 3.0
20170805 7.78 0.98 0.76 0.56 0.69 30479.42 RTS209 0.6626 0.6626 8.5 3.0
20170729 6.74 1.33 0.92 0.89 0.69 12499.27 RTS210 0.75 0.75 10.0 3.0
20170730 6.8 1.45 1.03 0.93 0.68 13437.91 RTS210 0.75 0.75 10.0 3.0
20170731 6.95 1.27 0.9 0.89 0.66 13889.44 RTS210 0.75 0.75 10.0 3.0
20170801 6.53 1.3 0.93 0.92 0.67 14353.42 RTS210 0.75 0.75 10.0 3.0
20170802 6.22 1.33 0.95 0.93 0.7 12459.67 RTS210 0.75 0.75 10.0 3.0
20170803 6.16 1.23 0.87 0.85 0.7 14580.38 RTS210 0.75 0.75 10.0 3.0
20170804 6.39 1.07 0.73 0.72 0.68 15462.29 RTS210 0.75 0.75 10.0 3.0
20170805 6.52 1.18 0.81 0.8 0.69 13156.38 RTS210 0.75 0.75 10.0 3.0
20170729 15.6 3.7 3.6 3.38 0.79 3603.86 RTS211 0.309 0.309 11.0 3.0
20170730 10.84 3.85 3.69 3.65 0.78 3705.81 RTS211 0.309 0.309 11.0 3.0
20170731 11.49 3.41 3.25 3.15 0.76 4761.05 RTS211 0.309 0.309 11.0 3.0
20170801 12.38 3.52 3.35 3.17 0.9 4986.15 RTS211 0.309 0.309 11.0 3.0
20170802 24.2 3.44 3.19 3.1 0.95 4618.35 RTS211 0.309 0.309 11.0 3.0
20170803 11.86 3.46 3.17 3.06 1.08 5729.81 RTS211 0.309 0.309 11.0 3.0
20170804 12.64 3.32 3.16 3.09 0.81 5555.91 RTS211 0.309 0.309 11.0 3.0
20170805 10.03 3.46 3.26 3.22 0.74 4311.72 RTS211 0.309 0.309 11.0 3.0
20170729 20.71 1.22 0.82 0.8 1.24 11523.64 RTS212 0.5128 0.5128 10.0 3.0
20170730 18.23 1.22 0.83 0.77 1.2 12726.86 RTS212 0.5128 0.5128 10.0 3.0
20170731 21.94 1.17 0.8 0.79 1.16 12621.93 RTS212 0.5128 0.5128 10.0 3.0
20170801 16.83 1.16 0.81 0.79 1.09 12692.41 RTS212 0.5128 0.5128 10.0 3.0
20170802 27.26 1.16 0.82 0.79 1.12 11113.98 RTS212 0.5128 0.5128 10.0 3.0
20170803 16.73 1.08 0.76 0.74 1.06 12715.76 RTS212 0.5128 0.5128 10.0 3.0
20170804 15.22 1.07 0.75 0.74 1.05 12891.77 RTS212 0.5128 0.5128 10.0 3.0
20170805 15.56 1.21 0.78 0.76 1.15 12465.48 RTS212 0.5128 0.5128 10.0 3.0
20170729 10.81 1.16 1.04 0.66 0.69 38551.89 RTS213 0.0192 0.0192 6.0 3.0
20170730 9.21 1.29 1.18 0.74 0.74 41068.3 RTS213 0.0192 0.0192 6.0 3.0
20170731 8.78 1.21 0.73 0.69 0.73 42433.09 RTS213 0.0192 0.0192 6.0 3.0
20170801 11.46 1.2 0.71 0.68 0.71 44953.25 RTS213 0.0192 0.0192 6.0 3.0
20170802 8.76 1.2 0.72 0.66 0.74 40491.99 RTS213 0.0192 0.0192 6.0 3.0
20170803 8.78 1.23 0.75 0.68 0.72 44880.36 RTS213 0.0192 0.0192 6.0 3.0
20170804 8.35 1.22 1.07 0.65 0.71 45743.78 RTS213 0.0192 0.0192 6.0 3.0
20170805 10.24 1.22 0.72 0.68 0.75 38900.78 RTS213 0.0192 0.0192 6.0 3.0
20170729 6.37 1.07 0.84 0.8 0.6 16448.07 RTS214 0.625 0.625 10.0 3.0
20170730 6.61 1.2 0.92 0.84 0.62 17487.32 RTS214 0.625 0.625 10.0 3.0
20170731 7.34 1.19 0.87 0.85 0.62 17714.06 RTS214 0.625 0.625 10.0 3.0
20170801 6.42 1.19 0.85 0.77 0.64 18543.17 RTS214 0.625 0.625 10.0 3.0
20170802 6.64 1.18 0.84 0.82 0.64 16158.58 RTS214 0.625 0.625 10.0 3.0
20170803 7.31 1.14 0.83 0.8 0.62 18514.28 RTS214 0.625 0.625 10.0 3.0
20170804 6.48 1.15 0.87 0.85 0.61 18929.48 RTS214 0.625 0.625 10.0 3.0
20170805 6.4 1.07 0.8 0.78 0.6 17126.42 RTS214 0.625 0.625 10.0 3.0
20170729 6.64 1.92 1.85 1.58 0.6 12741.66 RTS215 0.1806 0.1806 6.0 3.0
20170730 7.02 2.12 2.0 1.76 0.59 12517.2 RTS215 0.1806 0.1806 6.0 3.0
20170731 8.73 1.98 1.92 1.67 0.61 13938.34 RTS215 0.1806 0.1806 6.0 3.0
20170801 11.93 2.0 1.93 1.71 0.61 14187.54 RTS215 0.1806 0.1806 6.0 3.0
20170802 8.17 1.94 1.87 1.63 0.6 13111.62 RTS215 0.1806 0.1806 6.0 3.0
20170803 8.5 1.92 1.86 1.63 0.58 14942.69 RTS215 0.1806 0.1806 6.0 3.0
20170804 8.78 1.86 1.85 1.51 0.57 15401.22 RTS215 0.1806 0.1806 6.0 3.0
20170805 8.99 1.89 1.76 1.57 0.58 13148.92 RTS215 0.1806 0.1806 6.0 3.0
20170729 12.71 2.19 2.05 1.48 1.25 14967.46 RTS217 0.3127 0.3127 10.0 3.0
20170730 14.0 2.34 2.28 1.58 1.28 15618.68 RTS217 0.3127 0.3127 10.0 3.0
20170731 12.56 2.24 2.13 1.52 1.25 16248.19 RTS217 0.3127 0.3127 10.0 3.0
20170801 15.53 2.23 2.15 1.49 1.24 16975.67 RTS217 0.3127 0.3127 10.0 3.0
20170802 14.26 2.37 2.15 1.61 1.26 15540.56 RTS217 0.3127 0.3127 10.0 3.0
20170803 14.92 2.19 2.09 1.49 1.23 17284.09 RTS217 0.3127 0.3127 10.0 3.0
20170804 16.3 2.07 1.68 1.55 1.18 18614.69 RTS217 0.3127 0.3127 10.0 3.0
20170805 15.27 2.23 2.15 1.54 1.21 15381.71 RTS217 0.3127 0.3127 10.0 3.0
20170729 7.36 0.63 0.32 0.29 0.81 19119.29 RTS218 0.1008 0.1008 6.0 3.0
20170730 8.19 0.71 0.37 0.27 0.84 20826.39 RTS218 0.1008 0.1008 6.0 3.0
20170731 8.33 0.58 0.29 0.24 0.78 21584.39 RTS218 0.1008 0.1008 6.0 3.0
20170801 7.85 0.54 0.26 0.23 0.77 22552.21 RTS218 0.1008 0.1008 6.0 3.0
20170802 8.08 0.56 0.27 0.23 0.77 20249.4 RTS218 0.1008 0.1008 6.0 3.0
20170803 9.87 0.54 0.26 0.23 0.76 23400.68 RTS218 0.1008 0.1008 6.0 3.0
20170804 8.37 0.55 0.27 0.25 0.76 23183.21 RTS218 0.1008 0.1008 6.0 3.0
20170805 7.96 0.6 0.3 0.25 0.78 20209.97 RTS218 0.1008 0.1008 6.0 3.0
20170729 7.7 0.62 0.32 0.29 0.61 22603.77 RTS219 0.0528 0.0528 6.0 3.0
20170730 8.2 0.68 0.37 0.27 0.64 24346.3 RTS219 0.0528 0.0528 6.0 3.0
20170731 6.59 0.59 0.29 0.24 0.62 25764.29 RTS219 0.0528 0.0528 6.0 3.0
20170801 5.81 0.56 0.26 0.23 0.62 26412.51 RTS219 0.0528 0.0528 6.0 3.0
20170802 7.33 0.57 0.27 0.23 0.62 23803.27 RTS219 0.0528 0.0528 6.0 3.0
20170803 7.1 0.54 0.26 0.23 0.59 27641.65 RTS219 0.0528 0.0528 6.0 3.0
20170804 5.87 0.57 0.27 0.25 0.61 27793.48 RTS219 0.0528 0.0528 6.0 3.0
20170805 5.69 0.61 0.3 0.25 0.63 23825.97 RTS219 0.0528 0.0528 6.0 3.0
20170729 5.78 1.48 1.34 1.03 0.58 18588.59 RTS220 0.086 0.086 6.0 3.0
20170730 5.78 1.62 1.42 1.14 0.58 19829.4 RTS220 0.086 0.086 6.0 3.0
20170731 6.07 1.53 1.29 1.13 0.56 20691.02 RTS220 0.086 0.086 6.0 3.0
20170801 6.53 1.5 1.21 1.16 0.54 21918.29 RTS220 0.086 0.086 6.0 3.0
20170802 5.12 1.52 1.24 1.14 0.53 19460.65 RTS220 0.086 0.086 6.0 3.0
20170803 4.82 1.53 1.25 1.18 0.52 21695.76 RTS220 0.086 0.086 6.0 3.0
20170804 5.06 1.46 1.22 1.1 0.53 22855.38 RTS220 0.086 0.086 6.0 3.0
20170805 5.75 1.43 1.14 1.1 0.54 20394.13 RTS220 0.086 0.086 6.0 3.0
20170729 5.14 1.46 1.12 1.03 0.6 26466.19 RTS222 0.125 0.125 10.0 3.0
20170730 6.39 1.6 1.29 1.14 0.53 28012.38 RTS222 0.125 0.125 10.0 3.0
20170731 5.26 1.53 1.24 1.13 0.49 28907.25 RTS222 0.125 0.125 10.0 3.0
20170801 4.91 1.49 1.18 1.09 0.51 30382.67 RTS222 0.125 0.125 10.0 3.0
20170802 5.4 1.5 1.27 1.14 0.52 28196.41 RTS222 0.125 0.125 10.0 3.0
20170803 4.76 1.55 1.24 1.18 0.53 30233.47 RTS222 0.125 0.125 10.0 3.0
20170804 5.52 1.45 1.14 1.1 0.52 31273.05 RTS222 0.125 0.125 10.0 3.0
20170805 5.27 1.43 1.12 1.08 0.51 27958.84 RTS222 0.125 0.125 10.0 3.0
20170729 7.57 3.16 3.36 2.56 0.68 5295.0 RTS224 0.3978 0.3978 6.0 3.0
20170730 7.68 3.24 3.48 2.59 0.71 5697.27 RTS224 0.3978 0.3978 6.0 3.0
20170731 7.72 3.13 3.21 2.54 0.68 5829.92 RTS224 0.3978 0.3978 6.0 3.0
20170801 6.75 3.09 3.2 2.53 0.62 6140.64 RTS224 0.3978 0.3978 6.0 3.0
20170802 7.9 3.06 3.17 2.48 0.64 5651.65 RTS224 0.3978 0.3978 6.0 3.0
20170803 7.63 3.07 3.08 2.53 0.64 6390.2 RTS224 0.3978 0.3978 6.0 3.0
20170804 7.45 3.18 3.28 2.59 0.67 6029.87 RTS224 0.3978 0.3978 6.0 3.0
20170805 7.28 3.18 3.16 2.68 0.59 5257.33 RTS224 0.3978 0.3978 6.0 3.0
20170729 6.75 1.33 1.3 0.79 0.65 22852.95 RTS225 0.125 0.125 10.0 3.0
20170730 7.6 1.43 1.34 0.87 0.7 23719.29 RTS225 0.125 0.125 10.0 3.0
20170731 7.11 1.44 1.39 0.87 0.68 25038.65 RTS225 0.125 0.125 10.0 3.0
20170801 6.95 1.41 1.3 0.89 0.63 27007.12 RTS225 0.125 0.125 10.0 3.0
20170802 6.45 1.35 1.29 0.81 0.65 24322.21 RTS225 0.125 0.125 10.0 3.0
20170803 7.43 1.35 1.19 0.84 0.64 27466.31 RTS225 0.125 0.125 10.0 3.0
20170804 6.49 1.41 1.34 0.84 0.67 27455.41 RTS225 0.125 0.125 10.0 3.0
20170805 6.74 1.4 1.33 0.85 0.66 23675.64 RTS225 0.125 0.125 10.0 3.0
20170729 5.16 2.2 2.1 1.95 0.38 11055.28 RTS226 0.4875 0.375 7.0 6.0
20170730 6.06 2.37 2.3 2.06 0.42 11179.58 RTS226 0.4875 0.375 7.0 6.0
20170731 9.42 2.11 2.15 1.68 0.5 12547.74 RTS226 0.4875 0.375 7.0 6.0
20170801 5.01 2.15 2.03 1.86 0.4 13015.34 RTS226 0.4875 0.375 7.0 6.0
20170802 7.11 2.18 2.02 1.93 0.39 11581.94 RTS226 0.4875 0.375 7.0 6.0
20170803 7.56 2.22 2.13 1.93 0.42 12406.79 RTS226 0.4875 0.375 7.0 6.0
20170804 5.26 2.11 2.09 1.74 0.43 13428.55 RTS226 0.4875 0.375 7.0 6.0
20170805 5.38 2.22 2.25 1.85 0.37 11577.52 RTS226 0.4875 0.375 7.0 6.0
20170729 5.2 0.64 0.32 0.29 0.69 20665.91 RTS227 0.7316 0.7316 6.0 3.0
20170730 7.59 0.72 0.37 0.27 0.73 22383.92 RTS227 0.7316 0.7316 6.0 3.0
20170731 5.55 0.6 0.29 0.24 0.66 24280.21 RTS227 0.7316 0.7316 6.0 3.0
20170801 5.19 0.56 0.26 0.23 0.66 24799.43 RTS227 0.7316 0.7316 6.0 3.0
20170802 5.36 0.57 0.27 0.23 0.67 21911.79 RTS227 0.7316 0.7316 6.0 3.0
20170803 5.37 0.54 0.26 0.23 0.65 24497.64 RTS227 0.7316 0.7316 6.0 3.0
20170804 5.2 0.57 0.27 0.25 0.66 25520.07 RTS227 0.7316 0.7316 6.0 3.0
20170805 5.38 0.63 0.3 0.25 0.69 22407.17 RTS227 0.7316 0.7316 6.0 3.0
20170729 9.36 1.8 1.93 1.36 0.5 22341.48 RTS228 0.75 0.75 10.0 3.0
20170730 8.12 1.89 1.65 1.33 0.65 24579.76 RTS228 0.75 0.75 10.0 3.0
20170731 7.95 1.82 1.84 1.36 0.59 26069.66 RTS228 0.75 0.75 10.0 3.0
20170801 8.28 1.84 1.77 1.47 0.5 26623.79 RTS228 0.75 0.75 10.0 3.0
20170802 6.98 1.8 1.71 1.45 0.5 23959.61 RTS228 0.75 0.75 10.0 3.0
20170803 9.05 1.78 1.62 1.39 0.51 27241.31 RTS228 0.75 0.75 10.0 3.0
20170804 9.45 1.81 1.71 1.44 0.51 27611.79 RTS228 0.75 0.75 10.0 3.0
20170805 9.06 1.78 1.73 1.29 0.53 24545.33 RTS228 0.75 0.75 10.0 3.0
20170729 9.91 1.98 2.02 1.47 0.55 18448.01 RTS229 0.4906 0.4906 6.0 3.0
20170730 9.68 2.11 2.09 1.57 0.55 19139.3 RTS229 0.4906 0.4906 6.0 3.0
20170731 8.79 2.07 2.02 1.62 0.48 20475.21 RTS229 0.4906 0.4906 6.0 3.0
20170801 9.56 2.06 2.0 1.66 0.52 21440.37 RTS229 0.4906 0.4906 6.0 3.0
20170802 9.52 1.98 1.98 1.47 0.54 19618.16 RTS229 0.4906 0.4906 6.0 3.0
20170803 9.57 1.95 1.92 1.42 0.55 22136.29 RTS229 0.4906 0.4906 6.0 3.0
20170804 7.66 2.06 1.96 1.68 0.52 21879.65 RTS229 0.4906 0.4906 6.0 3.0
20170805 10.13 2.14 2.08 1.73 0.56 18032.91 RTS229 0.4906 0.4906 6.0 3.0
20170729 12.56 2.97 2.82 2.58 0.76 5559.23 RTS230 0.4558 0.4558 6.0 3.0
20170730 11.49 2.85 2.81 2.42 0.69 6714.88 RTS230 0.4558 0.4558 6.0 3.0
20170731 10.46 2.88 2.76 2.49 0.67 6692.45 RTS230 0.4558 0.4558 6.0 3.0
20170801 11.39 2.89 2.75 2.53 0.63 6843.31 RTS230 0.4558 0.4558 6.0 3.0
20170802 11.47 2.8 2.61 2.56 0.55 6851.81 RTS230 0.4558 0.4558 6.0 3.0
