date max mean median min stdv sum topic n1 no st rt
20170803 24.02 6.77 6.53 4.67 1.54 8533.42 RTS174 0.1935 0.1935 12 12
20170804 24.6 7.1 6.54 4.73 1.75 6209.55 RTS174 0.1935 0.1935 12 12
20170805 25.4 7.14 6.57 4.74 1.92 4632.85 RTS174 0.1935 0.1935 12 12
20170729 20.37 5.39 5.02 3.32 1.39 49966.74 RTS176 0.5 0.5 21 10
20170730 20.71 5.55 5.2 3.45 1.5 54726.86 RTS176 0.5 0.5 21 10
20170731 17.53 5.43 5.04 2.6 1.43 58403.59 RTS176 0.5 0.5 21 10
20170801 17.21 5.28 4.79 3.28 1.32 65389.86 RTS176 0.5 0.5 21 10
20170802 17.59 5.12 4.7 2.48 1.35 64214.29 RTS176 0.5 0.5 21 10
20170803 19.91 5.28 5.04 3.26 1.37 61373.28 RTS176 0.5 0.5 21 10
20170804 17.45 5.38 5.07 3.31 1.36 59754.37 RTS176 0.5 0.5 21 10
20170805 18.52 5.27 4.88 2.57 1.44 53287.57 RTS176 0.5 0.5 21 10
20170729 21.71 5.91 5.19 3.33 1.43 24532.76 RTS177 0.5227 0.5227 20 10
20170730 18.06 6.19 5.47 2.66 1.47 25608.36 RTS177 0.5227 0.5227 20 10
20170731 19.28 6.01 5.94 3.76 1.47 27999.98 RTS177 0.5227 0.5227 20 10
20170801 20.43 6.05 5.87 3.77 1.42 29847.65 RTS177 0.5227 0.5227 20 10
20170802 22.56 5.88 5.31 3.74 1.36 27179.63 RTS177 0.5227 0.5227 20 10
20170803 19.44 6.02 5.29 3.8 1.43 27406.36 RTS177 0.5227 0.5227 20 10
20170804 17.41 6.01 5.53 3.6 1.45 28194.0 RTS177 0.5227 0.5227 20 10
20170805 20.48 5.74 5.23 3.66 1.46 26877.22 RTS177 0.5227 0.5227 20 10
20170729 17.08 5.94 5.24 3.44 1.86 57354.41 RTS179 0.0159 0.0159 12 10
20170730 17.79 5.88 5.29 3.74 1.7 56491.54 RTS179 0.0159 0.0159 12 10
20170731 18.58 5.51 5.08 2.97 1.46 61871.2 RTS179 0.0159 0.0159 12 10
20170801 17.86 5.74 5.09 3.51 1.63 61187.38 RTS179 0.0159 0.0159 12 10
20170802 17.92 5.76 5.18 3.4 1.75 59131.69 RTS179 0.0159 0.0159 12 10
20170803 18.14 5.75 5.12 3.43 1.73 61484.39 RTS179 0.0159 0.0159 12 10
20170804 18.43 5.63 5.11 3.38 1.69 62846.94 RTS179 0.0159 0.0159 12 10
20170805 16.53 5.55 4.98 3.34 1.65 57879.87 RTS179 0.0159 0.0159 12 10
20170729 24.37 4.1 3.62 1.24 1.68 184742.31 RTS182 0.3597 0.3597 12 10
20170730 21.37 4.25 3.88 1.33 1.61 186535.22 RTS182 0.3597 0.3597 12 10
20170731 20.14 4.1 3.78 1.76 1.6 205677.64 RTS182 0.3597 0.3597 12 10
20170801 20.29 4.09 3.77 2.24 1.58 209114.31 RTS182 0.3597 0.3597 12 10
20170802 18.31 4.1 3.76 1.75 1.61 195657.39 RTS182 0.3597 0.3597 12 10
20170803 17.27 4.18 3.83 1.78 1.6 213402.88 RTS182 0.3597 0.3597 12 10
20170804 18.22 4.12 3.81 1.77 1.57 209914.6 RTS182 0.3597 0.3597 12 10
20170805 18.11 4.08 3.76 1.74 1.62 187719.61 RTS182 0.3597 0.3597 12 10
20170729 14.03 4.84 4.39 2.39 1.13 87764.53 RTS186 0.1019 0.1019 12 12
20170730 14.0 5.01 4.69 1.43 1.21 87826.03 RTS186 0.1019 0.1019 12 12
20170731 17.37 4.66 4.18 2.34 1.15 110445.42 RTS186 0.1019 0.1019 12 12
20170801 16.02 4.68 4.22 2.98 1.16 114403.73 RTS186 0.1019 0.1019 12 12
20170802 16.01 4.62 4.17 3.01 1.12 101871.05 RTS186 0.1019 0.1019 12 12
20170803 16.65 4.7 4.27 3.06 1.1 109037.96 RTS186 0.1019 0.1019 12 12
20170804 15.17 4.85 4.44 2.43 1.1 105848.81 RTS186 0.1019 0.1019 12 12
20170805 15.03 4.8 4.45 3.06 1.1 92195.87 RTS186 0.1019 0.1019 12 12
20170729 12.5 5.63 5.02 2.83 1.33 17810.67 RTS187 0.1628 0.1628 12 10
20170730 14.97 5.77 5.23 2.98 1.4 17909.67 RTS187 0.1628 0.1628 12 10
20170731 16.1 5.59 5.06 3.66 1.36 19005.42 RTS187 0.1628 0.1628 12 10
20170801 15.83 5.34 4.9 3.54 1.3 22117.67 RTS187 0.1628 0.1628 12 10
20170802 18.12 5.42 4.91 3.55 1.36 20782.83 RTS187 0.1628 0.1628 12 10
20170803 12.64 5.51 4.99 3.61 1.28 21582.42 RTS187 0.1628 0.1628 12 10
20170804 13.18 5.46 4.98 2.81 1.28 21351.29 RTS187 0.1628 0.1628 12 10
20170805 14.74 5.61 5.02 2.83 1.3 19121.42 RTS187 0.1628 0.1628 12 10
20170729 19.99 6.04 5.57 3.95 1.44 24561.84 RTS190 0.4086 0.3711 22 12
20170730 26.75 6.27 5.65 1.82 1.76 27655.04 RTS190 0.4086 0.3711 22 12
20170731 26.09 6.12 5.84 3.08 1.55 26493.52 RTS190 0.4086 0.3711 22 12
20170801 30.27 6.0 5.8 3.84 1.47 30766.92 RTS190 0.4086 0.3711 22 12
20170802 23.74 5.91 5.61 3.87 1.35 27741.89 RTS190 0.4086 0.3711 22 12
20170803 24.36 5.89 5.58 3.92 1.3 31558.4 RTS190 0.4086 0.3711 22 12
20170804 24.24 5.85 5.66 3.91 1.28 31553.19 RTS190 0.4086 0.3711 22 12
20170805 15.9 5.71 5.45 3.8 1.25 29965.74 RTS190 0.4086 0.3711 22 12
20170729 22.22 6.95 6.92 4.56 1.42 9987.0 RTS193 0.2883 0.2883 19 10
20170730 23.78 7.17 6.95 4.76 1.45 10566.84 RTS193 0.2883 0.2883 19 10
20170731 14.73 6.95 6.8 4.62 1.24 11779.8 RTS193 0.2883 0.2883 19 10
20170801 21.1 6.91 6.93 4.54 1.34 12498.18 RTS193 0.2883 0.2883 19 10
20170802 14.97 6.82 6.32 4.46 1.37 11084.28 RTS193 0.2883 0.2883 19 10
20170803 23.39 6.87 6.88 4.5 1.47 13178.31 RTS193 0.2883 0.2883 19 10
20170804 14.4 6.77 6.42 4.63 1.24 14179.83 RTS193 0.2883 0.2883 19 10
20170805 18.66 6.99 6.89 4.69 1.38 10655.48 RTS193 0.2883 0.2883 19 10
20170729 27.34 3.74 3.08 1.74 1.42 119327.47 RTS204 0.3962 0.3962 12 10
20170730 25.48 3.99 3.26 0.83 1.63 123267.7 RTS204 0.3962 0.3962 12 10
20170731 27.12 3.68 3.0 1.21 1.53 149300.07 RTS204 0.3962 0.3962 12 10
20170801 27.28 3.61 2.92 1.65 1.49 162016.35 RTS204 0.3962 0.3962 12 10
20170802 25.86 3.62 2.96 1.2 1.46 140082.49 RTS204 0.3962 0.3962 12 10
20170803 32.82 3.53 2.9 1.64 1.43 164024.39 RTS204 0.3962 0.3962 12 10
20170804 27.2 3.59 2.95 1.67 1.46 161897.46 RTS204 0.3962 0.3962 12 10
20170805 23.03 3.66 3.02 1.22 1.45 130383.2 RTS204 0.3962 0.3962 12 10
20170729 27.04 3.3 2.98 1.68 1.13 103949.79 RTS205 0.382 0.382 12 10
20170730 21.95 3.51 3.16 1.8 1.19 107493.06 RTS205 0.382 0.382 12 10
20170731 27.55 3.35 3.0 1.21 1.12 117612.97 RTS205 0.382 0.382 12 10
20170801 23.84 3.38 3.0 1.7 1.13 121875.02 RTS205 0.382 0.382 12 10
20170802 28.75 3.42 3.03 1.71 1.15 109066.14 RTS205 0.382 0.382 12 10
20170803 22.3 3.48 3.01 1.7 1.29 126677.11 RTS205 0.382 0.382 12 10
20170804 22.57 3.47 3.04 1.72 1.26 124915.55 RTS205 0.382 0.382 12 10
20170805 23.39 3.4 3.01 1.7 1.19 108264.96 RTS205 0.382 0.382 12 10
20170729 20.25 5.74 4.85 3.5 1.74 28722.17 RTS207 0.4215 0.4215 12 10
20170730 24.56 5.74 4.83 2.76 1.78 33661.15 RTS207 0.4215 0.4215 12 10
20170731 24.82 5.62 4.68 3.38 1.82 38054.86 RTS207 0.4215 0.4215 12 10
20170801 23.03 5.76 5.1 3.49 1.83 38065.82 RTS207 0.4215 0.4215 12 10
20170802 23.15 5.75 5.11 3.49 1.84 33682.5 RTS207 0.4215 0.4215 12 10
20170803 23.48 5.7 5.06 3.5 1.81 37027.28 RTS207 0.4215 0.4215 12 10
20170804 24.2 5.69 5.07 3.5 1.69 37691.05 RTS207 0.4215 0.4215 12 10
20170805 19.99 5.76 4.87 3.52 1.71 29599.04 RTS207 0.4215 0.4215 12 10
20170729 19.15 4.44 4.03 2.04 1.22 129819.33 RTS209 0.5 0.5 19 12
20170730 17.35 4.63 4.18 0.77 1.3 134999.71 RTS209 0.5 0.5 19 12
20170731 20.62 4.39 3.86 1.56 1.24 155847.82 RTS209 0.5 0.5 19 12
20170801 16.59 4.4 3.86 1.56 1.25 161671.13 RTS209 0.5 0.5 19 12
20170802 18.7 4.36 3.97 1.6 1.23 142807.11 RTS209 0.5 0.5 19 12
20170803 21.03 4.47 3.88 1.56 1.22 155559.49 RTS209 0.5 0.5 19 12
20170804 16.66 4.44 3.9 1.57 1.2 158880.94 RTS209 0.5 0.5 19 12
20170805 17.64 4.45 3.99 2.07 1.21 139024.39 RTS209 0.5 0.5 19 12
20170729 17.91 4.93 4.23 2.39 1.35 46226.58 RTS210 0.75 0.75 18 10
20170730 16.09 5.14 4.45 1.13 1.36 47715.18 RTS210 0.75 0.75 18 10
20170731 15.79 4.8 4.22 3.05 1.23 52333.5 RTS210 0.75 0.75 18 10
20170801 16.69 4.89 4.26 3.08 1.27 53768.7 RTS210 0.75 0.75 18 10
20170802 16.11 4.91 4.31 2.44 1.28 46081.84 RTS210 0.75 0.75 18 10
20170803 15.78 4.78 4.17 3.01 1.24 56830.32 RTS210 0.75 0.75 18 10
20170804 16.03 4.53 3.96 2.86 1.22 65622.42 RTS210 0.75 0.75 18 10
20170805 15.26 4.66 4.08 2.94 1.31 52013.16 RTS210 0.75 0.75 18 10
20170729 22.11 7.11 6.71 4.84 1.62 6920.78 RTS211 0.3541 0.3541 21 12
20170730 20.94 7.42 7.11 5.15 1.7 7141.96 RTS211 0.3541 0.3541 21 12
20170731 21.34 6.81 6.53 4.72 1.51 9510.09 RTS211 0.3541 0.3541 21 12
20170801 22.3 6.98 6.55 4.73 1.83 9895.62 RTS211 0.3541 0.3541 21 12
20170802 32.77 6.86 6.5 4.7 1.7 9218.68 RTS211 0.3541 0.3541 21 12
20170803 21.95 6.99 6.46 4.67 2.04 11585.78 RTS211 0.3541 0.3541 21 12
20170804 23.72 6.83 6.54 3.67 1.65 11436.19 RTS211 0.3541 0.3541 21 12
20170805 16.37 6.89 6.6 4.74 1.52 8581.47 RTS211 0.3541 0.3541 21 12
20170729 36.38 4.7 4.07 2.93 1.75 44287.88 RTS212 0.4672 0.4672 12 10
20170730 29.63 4.76 4.15 1.37 1.69 49691.26 RTS212 0.4672 0.4672 12 10
20170731 36.69 4.63 4.06 2.93 1.66 50084.74 RTS212 0.4672 0.4672 12 10
20170801 27.62 4.61 4.07 2.3 1.51 50295.69 RTS212 0.4672 0.4672 12 10
20170802 46.16 4.63 4.09 2.31 1.56 44237.04 RTS212 0.4672 0.4672 12 10
20170803 29.74 4.5 4.0 2.26 1.54 52768.18 RTS212 0.4672 0.4672 12 10
20170804 28.36 4.5 3.98 2.88 1.56 54143.21 RTS212 0.4672 0.4672 12 10
20170805 28.81 4.76 4.02 2.27 1.76 48915.29 RTS212 0.4672 0.4672 12 10
20170729 19.45 4.92 4.38 2.76 1.64 163622.87 RTS213 0.0121 0.0121 12 10
20170730 19.93 5.18 4.64 1.66 1.72 164950.78 RTS213 0.0121 0.0121 12 10
20170731 20.51 4.99 4.53 2.82 1.67 175002.58 RTS213 0.0121 0.0121 12 10
20170801 19.92 4.91 4.57 2.8 1.62 184723.46 RTS213 0.0121 0.0121 12 10
20170802 20.51 4.96 4.59 1.85 1.67 167027.9 RTS213 0.0121 0.0121 12 10
20170803 19.31 5.01 4.63 1.87 1.67 182569.67 RTS213 0.0121 0.0121 12 10
20170804 20.78 4.99 4.5 2.18 1.64 186708.92 RTS213 0.0121 0.0121 12 10
20170805 25.92 5.0 4.48 2.19 1.75 159742.56 RTS213 0.0121 0.0121 12 10
20170729 14.78 4.81 4.3 2.3 1.2 74039.69 RTS214 0.625 0.625 17 10
20170730 16.31 5.06 4.6 1.41 1.23 73767.53 RTS214 0.625 0.625 17 10
20170731 16.56 5.0 4.6 2.54 1.19 74702.75 RTS214 0.625 0.625 17 10
20170801 15.08 4.91 4.66 1.33 1.25 76221.97 RTS214 0.625 0.625 17 10
20170802 15.68 4.88 4.68 2.97 1.19 67138.38 RTS214 0.625 0.625 17 10
20170803 14.39 4.85 4.55 2.32 1.24 78895.89 RTS214 0.625 0.625 17 10
20170804 14.98 4.84 4.49 3.0 1.16 79839.63 RTS214 0.625 0.625 17 10
20170805 17.21 4.85 4.4 2.91 1.12 77554.98 RTS214 0.625 0.625 17 10
20170729 15.45 5.44 5.29 2.98 1.14 36174.19 RTS215 0.1184 0.1184 12 10
20170730 16.36 5.81 5.55 1.76 1.14 34388.54 RTS215 0.1184 0.1184 12 10
20170731 19.46 5.57 5.4 3.71 1.17 39265.0 RTS215 0.1184 0.1184 12 10
20170801 26.27 5.57 5.39 3.74 1.18 39504.38 RTS215 0.1184 0.1184 12 10
20170802 18.36 5.49 5.34 3.69 1.15 37122.23 RTS215 0.1184 0.1184 12 10
20170803 20.46 5.45 5.34 2.89 1.17 42318.47 RTS215 0.1184 0.1184 12 10
20170804 20.9 5.42 5.33 2.02 1.11 44830.49 RTS215 0.1184 0.1184 12 10
20170805 15.78 5.47 5.22 2.85 1.12 38107.03 RTS215 0.1184 0.1184 12 10
20170729 27.37 5.97 5.49 3.22 2.31 40748.67 RTS217 0.2256 0.2256 12 10
20170730 29.07 6.14 5.59 2.92 2.35 40922.37 RTS217 0.2256 0.2256 12 10
20170731 23.11 5.99 5.59 3.6 2.27 43381.02 RTS217 0.2256 0.2256 12 10
20170801 32.81 6.0 5.61 2.81 2.26 45639.89 RTS217 0.2256 0.2256 12 10
20170802 27.84 6.23 5.62 2.89 2.4 40895.74 RTS217 0.2256 0.2256 12 10
20170803 27.46 5.97 5.56 2.82 2.22 47112.8 RTS217 0.2256 0.2256 12 10
20170804 30.73 5.79 5.13 3.63 2.09 52065.88 RTS217 0.2256 0.2256 12 10
20170805 29.22 6.0 5.59 3.61 2.25 41381.95 RTS217 0.2256 0.2256 12 10
20170729 17.13 3.59 3.08 1.74 1.27 108595.26 RTS218 0.1237 0.1237 12 10
20170730 16.16 3.81 3.26 0.83 1.28 112459.03 RTS218 0.1237 0.1237 12 10
20170731 19.66 3.48 3.0 1.21 1.26 130625.53 RTS218 0.1237 0.1237 12 10
20170801 14.87 3.42 2.92 1.65 1.27 142567.63 RTS218 0.1237 0.1237 12 10
20170802 15.11 3.44 2.96 1.2 1.24 124232.57 RTS218 0.1237 0.1237 12 10
20170803 17.95 3.37 2.9 1.64 1.25 146193.79 RTS218 0.1237 0.1237 12 10
20170804 15.69 3.42 2.95 1.67 1.24 142915.02 RTS218 0.1237 0.1237 12 10
20170805 15.19 3.51 3.02 1.22 1.27 118712.16 RTS218 0.1237 0.1237 12 10
20170729 17.93 3.68 3.08 1.34 1.17 135387.28 RTS219 0.0854 0.0854 12 10
20170730 19.65 3.9 3.26 0.83 1.22 139278.4 RTS219 0.0854 0.0854 12 10
20170731 17.47 3.62 3.0 1.21 1.24 157349.08 RTS219 0.0854 0.0854 12 10
20170801 15.08 3.55 2.92 1.65 1.24 168217.5 RTS219 0.0854 0.0854 12 10
20170802 17.95 3.61 2.96 1.2 1.28 150663.46 RTS219 0.0854 0.0854 12 10
20170803 17.72 3.52 2.9 1.64 1.22 178498.28 RTS219 0.0854 0.0854 12 10
20170804 15.88 3.56 2.95 1.67 1.22 173829.87 RTS219 0.0854 0.0854 12 10
20170805 15.97 3.64 3.02 1.22 1.31 142463.58 RTS219 0.0854 0.0854 12 10
20170729 17.3 5.13 4.76 2.68 1.14 64379.71 RTS220 0.2639 0.2639 12 10
20170730 14.97 5.38 4.93 1.89 1.15 66017.25 RTS220 0.2639 0.2639 12 10
20170731 17.72 5.23 4.75 3.27 1.13 70630.73 RTS220 0.2639 0.2639 12 10
20170801 17.56 5.1 4.61 3.3 1.09 74371.69 RTS220 0.2639 0.2639 12 10
20170802 13.82 5.1 4.65 1.85 1.08 65422.95 RTS220 0.2639 0.2639 12 10
20170803 15.83 5.14 4.65 1.87 1.09 72716.93 RTS220 0.2639 0.2639 12 10
20170804 16.37 5.05 4.63 3.02 1.06 78885.02 RTS220 0.2639 0.2639 12 10
20170805 17.23 5.01 4.51 2.55 1.12 71381.97 RTS220 0.2639 0.2639 12 10
20170729 16.56 5.22 4.76 3.16 1.57 94478.9 RTS222 0.125 0.125 17 10
20170730 16.51 5.39 5.14 1.89 1.41 94190.68 RTS222 0.125 0.125 17 10
20170731 16.18 5.21 4.94 2.63 1.27 98815.76 RTS222 0.125 0.125 17 10
20170801 16.27 5.16 4.86 3.24 1.35 105552.99 RTS222 0.125 0.125 17 10
20170802 17.45 5.22 4.7 1.85 1.51 97993.35 RTS222 0.125 0.125 17 10
20170803 16.05 5.26 4.75 1.87 1.46 102753.2 RTS222 0.125 0.125 17 10
20170804 16.76 5.11 4.67 3.25 1.35 110616.53 RTS222 0.125 0.125 17 10
20170805 17.68 5.08 4.62 2.54 1.37 99708.61 RTS222 0.125 0.125 17 10
20170729 15.73 6.72 6.44 4.34 1.4 11261.66 RTS224 0.3835 0.3835 12 10
20170730 16.43 6.95 6.76 4.5 1.47 12210.1 RTS224 0.3835 0.3835 12 10
20170731 18.96 6.71 6.55 4.37 1.34 12478.67 RTS224 0.3835 0.3835 12 10
20170801 13.46 6.61 6.2 4.34 1.22 13135.17 RTS224 0.3835 0.3835 12 10
20170802 17.63 6.72 6.57 4.34 1.31 12385.46 RTS224 0.3835 0.3835 12 10
20170803 18.86 6.69 6.48 4.36 1.34 13931.99 RTS224 0.3835 0.3835 12 10
20170804 16.45 6.84 6.46 4.4 1.45 12967.83 RTS224 0.3835 0.3835 12 10
20170805 16.54 6.72 6.48 4.42 1.28 11113.53 RTS224 0.3835 0.3835 12 10
20170729 20.39 4.92 4.7 2.29 1.3 84777.05 RTS225 0.125 0.125 20 10
20170730 19.52 5.18 5.04 1.63 1.33 86024.62 RTS225 0.125 0.125 20 10
20170731 16.8 5.14 4.83 2.37 1.37 89265.78 RTS225 0.125 0.125 20 10
20170801 18.45 5.09 4.71 2.66 1.33 97700.22 RTS225 0.125 0.125 20 10
20170802 16.68 5.0 4.75 2.97 1.33 90384.4 RTS225 0.125 0.125 20 10
20170803 19.41 4.99 4.61 2.35 1.3 101968.76 RTS225 0.125 0.125 20 10
20170804 20.17 5.09 4.84 2.69 1.4 99070.64 RTS225 0.125 0.125 20 10
20170805 17.97 5.08 4.76 2.99 1.38 85620.26 RTS225 0.125 0.125 20 10
20170729 13.43 6.08 5.61 3.9 1.35 30534.1 RTS226 0.5 0.5 16 10
20170730 17.01 6.38 5.95 3.9 1.34 30097.56 RTS226 0.5 0.5 16 10
20170731 23.23 5.95 5.62 3.72 1.32 35404.29 RTS226 0.5 0.5 16 10
20170801 13.44 5.96 5.5 3.85 1.26 36060.54 RTS226 0.5 0.5 16 10
20170802 17.46 6.05 5.5 3.92 1.26 32193.15 RTS226 0.5 0.5 16 10
20170803 15.53 6.01 5.59 3.26 1.29 33505.42 RTS226 0.5 0.5 16 10
20170804 14.36 5.87 5.55 3.79 1.26 37389.72 RTS226 0.5 0.5 16 10
20170805 15.96 6.04 5.69 3.83 1.22 31539.86 RTS226 0.5 0.5 16 10
20170729 16.62 3.68 3.08 1.74 1.3 117872.87 RTS227 0.714 0.714 17 10
20170730 17.01 3.9 3.26 0.83 1.33 121667.07 RTS227 0.714 0.714 17 10
20170731 14.32 3.58 3.0 1.21 1.26 145071.73 RTS227 0.714 0.714 17 10
20170801 13.43 3.49 2.92 1.65 1.25 154869.17 RTS227 0.714 0.714 17 10
20170802 14.92 3.52 2.96 1.2 1.27 134352.02 RTS227 0.714 0.714 17 10
20170803 14.72 3.42 2.9 1.64 1.24 155009.51 RTS227 0.714 0.714 17 10
20170804 14.78 3.51 2.95 1.67 1.26 155823.79 RTS227 0.714 0.714 17 10
20170805 15.96 3.63 3.02 1.22 1.35 129805.18 RTS227 0.714 0.714 17 10
20170729 20.92 5.44 5.38 2.7 1.2 67454.83 RTS228 0.5 0.5 20 10
20170730 18.64 5.68 5.61 1.98 1.5 73959.39 RTS228 0.5 0.5 20 10
20170731 19.14 5.54 5.33 3.47 1.48 79490.64 RTS228 0.5 0.5 20 10
20170801 19.41 5.54 5.23 3.56 1.34 80137.96 RTS228 0.5 0.5 20 10
20170802 18.79 5.47 5.18 3.56 1.28 72658.69 RTS228 0.5 0.5 20 10
20170803 19.65 5.41 5.08 2.75 1.3 82783.98 RTS228 0.5 0.5 20 10
20170804 22.45 5.43 5.18 2.93 1.34 83016.87 RTS228 0.5 0.5 20 10
20170805 23.61 5.41 5.17 3.4 1.32 74564.45 RTS228 0.5 0.5 20 10
20170729 23.53 5.67 5.48 3.07 1.23 52722.3 RTS229 0.5031 0.5031 12 10
20170730 21.35 5.87 5.65 3.71 1.2 53245.36 RTS229 0.5031 0.5031 12 10
20170731 18.01 5.72 5.5 3.67 1.15 56616.56 RTS229 0.5031 0.5031 12 10
20170801 23.32 5.72 5.47 3.7 1.28 59639.94 RTS229 0.5031 0.5031 12 10
20170802 23.3 5.58 5.5 3.56 1.24 55416.65 RTS229 0.5031 0.5031 12 10
20170803 23.32 5.55 5.38 3.52 1.17 62906.09 RTS229 0.5031 0.5031 12 10
20170804 17.94 5.73 5.44 3.02 1.24 60877.9 RTS229 0.5031 0.5031 12 10
20170805 23.73 5.81 5.54 3.74 1.31 48972.12 RTS229 0.5031 0.5031 12 10
20170729 21.51 6.57 6.2 4.33 1.39 12304.36 RTS230 0.2529 0.2529 12 10
20170730 21.89 6.56 6.31 2.44 1.31 15463.8 RTS230 0.2529 0.2529 12 10
20170731 16.72 6.52 6.18 4.29 1.32 15151.49 RTS230 0.2529 0.2529 12 10
20170801 17.74 6.51 6.17 4.31 1.35 15426.13 RTS230 0.2529 0.2529 12 10
20170802 23.81 6.65 6.05 2.44 1.37 16261.4 RTS230 0.2529 0.2529 12 10
20170803 20.95 6.12 5.84 4.06 1.19 24258.32 RTS230 0.2529 0.2529 12 10
20170804 17.28 6.36 6.06 4.26 1.25 17903.28 RTS230 0.2529 0.2529 12 10
20170805 17.96 6.57 6.14 3.9 1.57 14073.39 RTS230 0.2529 0.2529 12 10
20170729 17.44 5.5 5.1 1.81 1.39 80881.48 RTS232 0.311 0.311 18 10
20170730 16.61 5.63 5.32 1.53 1.43 82325.89 RTS232 0.311 0.311 18 10
20170731 18.69 5.31 5.01 1.73 1.32 93521.88 RTS232 0.311 0.311 18 10
20170801 17.52 5.22 5.0 1.69 1.38 104777.49 RTS232 0.311 0.311 18 10
20170802 17.25 5.36 5.03 1.76 1.33 86356.68 RTS232 0.311 0.311 18 10
20170803 19.49 5.29 5.12 1.75 1.31 98212.88 RTS232 0.311 0.311 18 10
20170804 16.58 4.79 4.56 1.51 1.33 125353.99 RTS232 0.311 0.311 18 10
20170805 16.72 5.09 4.91 2.71 1.36 92193.78 RTS232 0.311 0.311 18 10
20170729 22.94 5.07 4.84 2.49 1.34 59254.22 RTS47 0.3078 0.3078 12 12
20170730 20.46 5.28 4.7 1.51 1.3 55478.33 RTS47 0.3078 0.3078 12 12
20170731 23.83 5.02 4.44 1.77 1.19 61880.55 RTS47 0.3078 0.3078 12 12
20170801 24.72 5.03 4.54 3.15 1.25 62483.54 RTS47 0.3078 0.3078 12 12
20170802 20.23 5.02 4.53 3.17 1.28 54649.92 RTS47 0.3078 0.3078 12 12
20170803 18.66 4.99 4.53 2.95 1.14 62867.45 RTS47 0.3078 0.3078 12 12
20170804 22.15 5.02 4.45 3.17 1.22 65324.18 RTS47 0.3078 0.3078 12 12
20170805 24.19 4.89 4.49 3.06 1.11 62648.31 RTS47 0.3078 0.3078 12 12
20170729 22.35 5.16 4.59 2.59 1.4 40104.37 RTS48 0.1908 0.1908 12 10
20170730 26.57 5.38 4.75 1.76 1.42 41529.46 RTS48 0.1908 0.1908 12 10
20170731 21.17 5.32 5.13 2.65 1.33 43454.9 RTS48 0.1908 0.1908 12 10
20170801 18.82 5.26 4.97 3.44 1.39 45165.53 RTS48 0.1908 0.1908 12 10
20170802 19.12 5.15 4.7 2.66 1.41 39479.88 RTS48 0.1908 0.1908 12 10
20170803 25.65 5.26 5.04 2.67 1.43 45638.68 RTS48 0.1908 0.1908 12 10
20170804 21.66 5.23 4.74 2.68 1.44 52887.96 RTS48 0.1908 0.1908 12 10
20170805 24.16 5.18 4.91 3.36 1.38 44217.4 RTS48 0.1908 0.1908 12 10
20170729 14.04 3.81 3.35 1.89 1.13 91399.34 RTS49 0.75 0.75 17 10
20170730 15.34 3.89 3.45 1.97 1.18 98259.87 RTS49 0.75 0.75 17 10
20170731 15.62 3.67 3.28 2.37 1.12 107165.65 RTS49 0.75 0.75 17 10
20170801 15.38 3.77 3.34 1.89 1.1 107510.16 RTS49 0.75 0.75 17 10
20170802 16.15 3.72 3.32 1.88 1.09 99684.09 RTS49 0.75 0.75 17 10
20170803 13.24 3.77 3.34 1.89 1.07 110902.95 RTS49 0.75 0.75 17 10
20170804 16.02 3.8 3.35 1.89 1.08 112243.68 RTS49 0.75 0.75 17 10
20170805 15.19 3.78 3.34 1.89 1.1 95763.13 RTS49 0.75 0.75 17 10
20170729 25.92 4.48 4.41 2.04 1.26 116403.05 RTS52 0.4234 0.4234 19 10
20170730 22.66 4.65 4.49 1.25 1.26 125854.74 RTS52 0.4234 0.4234 19 10
20170731 19.02 4.45 4.39 2.63 1.21 133712.23 RTS52 0.4234 0.4234 19 10
20170801 21.7 4.5 4.41 1.81 1.24 135129.46 RTS52 0.4234 0.4234 19 10
20170802 27.77 4.39 4.36 2.5 1.21 127315.01 RTS52 0.4234 0.4234 19 10
20170803 26.78 4.54 4.28 2.13 1.2 137112.94 RTS52 0.4234 0.4234 19 10
20170804 16.7 4.49 4.28 2.11 1.19 142854.75 RTS52 0.4234 0.4234 19 10
20170805 22.94 4.46 4.27 2.07 1.23 128719.71 RTS52 0.4234 0.4234 19 10
20170729 25.74 6.31 5.72 3.5 2.36 80764.53 RTS56 0.1022 0.1022 12 10
20170730 25.02 6.59 5.96 1.96 2.46 84664.54 RTS56 0.1022 0.1022 12 10
20170731 25.91 6.28 5.6 2.7 2.39 96538.8 RTS56 0.1022 0.1022 12 10
20170801 23.27 6.29 5.65 2.7 2.36 100086.31 RTS56 0.1022 0.1022 12 10
20170802 24.91 6.32 5.52 3.01 2.36 89066.7 RTS56 0.1022 0.1022 12 10
20170803 23.5 6.2 5.33 2.72 2.33 103180.18 RTS56 0.1022 0.1022 12 10
20170804 25.53 6.25 5.57 3.54 2.31 101092.9 RTS56 0.1022 0.1022 12 10
20170805 26.19 6.13 5.65 2.69 2.28 86305.69 RTS56 0.1022 0.1022 12 10
20170729 15.17 5.35 5.01 3.24 1.29 63627.3 RTS57 0.875 0.875 19 10
20170730 14.91 5.37 5.09 1.48 1.32 82350.48 RTS57 0.875 0.875 19 10
20170731 14.09 5.33 5.13 3.2 1.25 79966.7 RTS57 0.875 0.875 19 10
20170801 15.8 5.33 5.18 1.81 1.23 76559.72 RTS57 0.875 0.875 19 10
