Silent date topic max mean median min stdv sum rt st
1 20160808 MB258 17.04 5.16 4.66 2.71 1.2 35160.51 11 16
1 20160809 MB258 17.7 4.75 4.28 3.12 1.13 45971.08 11 16
1 20160809 MB258 17.7 4.75 4.28 3.12 1.13 45971.08 11 16
1 20160809 MB258 17.7 4.75 4.28 3.12 1.13 45971.08 11 16
1 20160810 MB258 18.15 5.13 4.65 1.94 1.17 47273.61 11 16
1 20160810 MB258 18.15 5.13 4.65 1.94 1.17 47273.61 11 16
1 20160810 MB258 18.15 5.13 4.65 1.94 1.17 47273.61 11 16
1 20160811 MB258 15.98 4.84 4.37 3.19 1.1 43722.13 11 16
1 20160811 MB258 15.98 4.84 4.37 3.19 1.1 43722.13 11 16
1 20160811 MB258 15.98 4.84 4.37 3.19 1.1 43722.13 11 16
1 20160802 MB265 18.27 6.5 6.03 4.41 1.74 13393.32 10 19
1 20160802 MB265 18.27 6.5 6.03 4.41 1.74 13393.32 10 19
1 20160802 MB265 18.27 6.5 6.03 4.41 1.74 13393.32 10 19
0 20160803 MB265 17.71 6.25 5.72 3.29 1.91 12649.56 10 19
0 20160803 MB265 17.71 6.25 5.72 3.29 1.91 12649.56 10 19
0 20160803 MB265 17.71 6.25 5.72 3.29 1.91 12649.56 10 19
1 20160804 MB265 16.62 6.17 5.81 2.39 1.66 11059.33 10 19
1 20160804 MB265 16.62 6.17 5.81 2.39 1.66 11059.33 10 19
1 20160804 MB265 16.62 6.17 5.81 2.39 1.66 11059.33 10 19
1 20160805 MB265 16.8 6.08 5.66 4.12 1.65 11589.91 10 19
1 20160805 MB265 16.8 6.08 5.66 4.12 1.65 11589.91 10 19
1 20160805 MB265 16.8 6.08 5.66 4.12 1.65 11589.91 10 19
0 20160806 MB265 18.59 6.53 6.08 2.53 1.66 10453.47 10 19
0 20160806 MB265 18.59 6.53 6.08 2.53 1.66 10453.47 10 19
0 20160806 MB265 18.59 6.53 6.08 2.53 1.66 10453.47 10 19
1 20160807 MB265 18.62 6.06 5.71 4.15 1.5 9930.25 10 19
