date max mean median min stdv sum topic n1 no st rt
20170731 20.65 8.31 8.15 6.99 1.05 55597.21 RTS173 0.536 0.536 28 14
20170801 27.45 8.26 7.94 6.92 1.15 58769.46 RTS173 0.536 0.536 28 14
20170802 35.32 8.06 7.76 6.74 1.24 60499.65 RTS173 0.536 0.536 28 14
20170803 26.14 8.08 7.84 6.78 1.18 69570.84 RTS173 0.536 0.536 28 14
20170804 27.5 8.05 7.71 6.69 1.26 66551.25 RTS173 0.536 0.536 28 14
20170805 34.63 8.06 7.69 6.67 1.22 62074.6 RTS173 0.536 0.536 28 14
20170729 25.3 10.49 9.71 9.13 2.14 6084.15 RTS174 0.2455 0.2455 17 10
20170730 25.48 10.64 10.01 9.39 1.7 5278.65 RTS174 0.2455 0.2455 17 10
20170731 24.48 10.13 9.47 8.89 1.9 7558.39 RTS174 0.2455 0.2455 17 10
20170801 34.43 10.14 9.49 8.91 1.81 7706.85 RTS174 0.2455 0.2455 17 10
20170802 35.24 10.14 9.42 8.84 2.32 7158.62 RTS174 0.2455 0.2455 17 10
20170803 33.39 9.76 9.47 8.8 1.73 12300.96 RTS174 0.2455 0.2455 17 10
20170804 31.16 10.1 9.47 8.89 1.81 8826.93 RTS174 0.2455 0.2455 17 10
20170805 35.19 10.22 9.54 8.96 2.04 6631.65 RTS174 0.2455 0.2455 17 10
20170729 28.96 8.05 7.71 6.64 1.43 74536.18 RTS176 0.5 0.5 30 14
20170730 29.14 8.14 7.82 6.72 1.52 80353.64 RTS176 0.5 0.5 30 14
20170731 25.58 8.07 7.69 6.27 1.48 86742.24 RTS176 0.5 0.5 30 14
20170801 20.86 7.86 7.43 6.55 1.29 97388.27 RTS176 0.5 0.5 30 14
20170802 25.94 7.68 7.31 6.0 1.38 96251.14 RTS176 0.5 0.5 30 14
20170803 28.66 7.92 7.53 6.51 1.38 92027.87 RTS176 0.5 0.5 30 14
20170804 23.62 8.01 7.75 6.6 1.39 88983.98 RTS176 0.5 0.5 30 14
20170805 27.09 7.91 7.55 6.21 1.46 79873.94 RTS176 0.5 0.5 30 14
20170729 28.66 8.66 8.5 7.34 1.29 35940.0 RTS177 0.4179 0.4179 28 14
20170730 20.8 8.86 8.48 7.46 1.38 36632.62 RTS177 0.4179 0.4179 28 14
20170731 27.94 8.69 8.59 7.32 1.33 40497.08 RTS177 0.4179 0.4179 28 14
20170801 27.01 8.69 8.44 7.35 1.23 42889.21 RTS177 0.4179 0.4179 28 14
20170802 28.43 8.59 8.56 7.28 1.21 39672.99 RTS177 0.4179 0.4179 28 14
20170803 28.11 8.72 8.39 7.37 1.25 39730.61 RTS177 0.4179 0.4179 28 14
20170804 20.48 8.71 8.75 7.39 1.19 40862.37 RTS177 0.4179 0.4179 28 14
20170805 27.95 8.48 8.21 7.19 1.27 39722.53 RTS177 0.4179 0.4179 28 14
20170729 23.57 8.8 7.98 6.84 2.44 84941.37 RTS179 0.0083 0.0083 20 14
20170730 25.92 8.63 8.03 7.17 2.04 82830.67 RTS179 0.0083 0.0083 20 14
20170731 28.22 8.32 7.88 6.99 1.74 93396.09 RTS179 0.0083 0.0083 20 14
20170801 25.32 8.54 7.94 6.92 2.05 91049.69 RTS179 0.0083 0.0083 20 14
20170802 23.27 8.67 7.77 6.74 2.34 88983.75 RTS179 0.0083 0.0083 20 14
20170803 23.3 8.59 7.8 6.78 2.19 91781.71 RTS179 0.0083 0.0083 20 14
20170804 24.51 8.37 7.78 6.69 1.99 93479.59 RTS179 0.0083 0.0083 20 14
20170805 23.03 8.25 7.64 6.67 1.88 86100.48 RTS179 0.0083 0.0083 20 14
20170729 31.38 6.63 5.85 4.03 2.12 298935.48 RTS182 0.3334 0.3334 17 10
20170730 27.13 6.71 6.0 4.18 1.9 294218.55 RTS182 0.3334 0.3334 17 10
20170731 30.75 6.61 5.89 4.51 1.93 331168.38 RTS182 0.3334 0.3334 17 10
20170801 30.97 6.6 5.88 4.86 1.92 337508.49 RTS182 0.3334 0.3334 17 10
20170802 27.12 6.65 5.86 4.49 2.04 317184.52 RTS182 0.3334 0.3334 17 10
20170803 25.58 6.72 5.93 4.55 2.01 343056.35 RTS182 0.3334 0.3334 17 10
20170804 26.71 6.63 5.91 4.53 1.9 338256.28 RTS182 0.3334 0.3334 17 10
20170805 25.55 6.6 5.87 4.49 1.96 303795.04 RTS182 0.3334 0.3334 17 10
20170729 17.2 7.46 6.97 5.88 1.15 135382.41 RTS186 0.0903 0.0903 17 10
20170730 21.48 7.57 7.24 5.2 1.19 132747.83 RTS186 0.0903 0.0903 17 10
20170731 23.8 7.23 6.71 5.73 1.16 171190.33 RTS186 0.0903 0.0903 17 10
20170801 22.89 7.27 6.77 6.08 1.24 177899.85 RTS186 0.0903 0.0903 17 10
20170802 21.7 7.22 6.7 6.1 1.18 159088.61 RTS186 0.0903 0.0903 17 10
20170803 23.02 7.31 6.81 6.2 1.11 169536.39 RTS186 0.0903 0.0903 17 10
20170804 23.16 7.46 7.29 5.91 1.09 162751.57 RTS186 0.0903 0.0903 17 10
20170805 18.02 7.43 7.04 6.23 1.03 142543.64 RTS186 0.0903 0.0903 17 10
20170729 18.55 8.18 7.68 6.75 1.14 25873.06 RTS187 0.1566 0.1566 17 10
20170730 19.4 8.24 7.82 6.88 1.05 25574.49 RTS187 0.1566 0.1566 17 10
20170731 19.91 8.09 7.68 7.11 1.01 27487.65 RTS187 0.1566 0.1566 17 10
20170801 19.67 7.87 7.51 6.93 0.98 32625.77 RTS187 0.1566 0.1566 17 10
20170802 20.48 7.87 7.45 6.88 1.05 30149.76 RTS187 0.1566 0.1566 17 10
20170803 18.75 8.02 7.61 7.03 0.93 31428.66 RTS187 0.1566 0.1566 17 10
20170804 18.76 8.01 7.61 6.67 1.0 31323.54 RTS187 0.1566 0.1566 17 10
20170805 13.83 8.13 7.67 6.73 0.92 27704.94 RTS187 0.1566 0.1566 17 10
20170729 22.91 8.79 8.35 7.67 1.3 35733.49 RTS190 0.5162 0.4162 30 20
20170730 32.6 8.91 8.33 6.94 1.82 39298.64 RTS190 0.5162 0.4162 30 20
20170731 33.2 8.86 8.62 7.25 1.58 38352.69 RTS190 0.5162 0.4162 30 20
20170801 42.59 8.7 8.58 7.46 1.51 44647.8 RTS190 0.5162 0.4162 30 20
20170802 33.08 8.64 8.34 7.5 1.33 40579.09 RTS190 0.5162 0.4162 30 20
20170803 33.77 8.62 8.32 7.59 1.23 46195.62 RTS190 0.5162 0.4162 30 20
20170804 33.66 8.6 8.42 7.56 1.15 46348.47 RTS190 0.5162 0.4162 30 20
20170805 19.75 8.46 8.21 7.41 1.06 44356.1 RTS190 0.5162 0.4162 30 20
20170729 23.23 9.9 9.94 8.67 1.09 14229.6 RTS193 0.2883 0.2883 22 14
20170730 23.84 10.02 9.83 8.79 1.17 14752.49 RTS193 0.2883 0.2883 22 14
20170731 20.82 9.87 9.76 8.72 0.95 16722.93 RTS193 0.2883 0.2883 22 14
20170801 29.76 9.85 9.92 8.59 1.23 17823.95 RTS193 0.2883 0.2883 22 14
20170802 21.1 9.77 9.7 8.43 1.33 15874.87 RTS193 0.2883 0.2883 22 14
20170803 23.64 9.82 9.78 8.52 1.48 18825.53 RTS193 0.2883 0.2883 22 14
20170804 20.46 9.71 9.3 8.68 1.08 20316.63 RTS193 0.2883 0.2883 22 14
20170805 21.39 10.02 9.9 8.88 1.3 15276.92 RTS193 0.2883 0.2883 22 14
20170729 39.26 6.16 5.42 4.48 1.72 196790.83 RTS204 0.3604 0.3604 17 10
20170730 35.28 6.38 5.57 3.63 1.91 197012.3 RTS204 0.3604 0.3604 17 10
20170731 35.73 6.1 5.31 3.94 1.85 247583.33 RTS204 0.3604 0.3604 17 10
20170801 31.77 5.98 5.19 4.26 1.83 268554.55 RTS204 0.3604 0.3604 17 10
20170802 31.61 6.02 5.25 3.88 1.8 232869.5 RTS204 0.3604 0.3604 17 10
20170803 39.95 5.92 5.18 4.25 1.75 275311.95 RTS204 0.3604 0.3604 17 10
20170804 35.7 6.0 5.24 4.31 1.78 270543.56 RTS204 0.3604 0.3604 17 10
20170805 30.21 6.08 5.34 3.97 1.75 216918.99 RTS204 0.3604 0.3604 17 10
20170729 38.93 5.62 5.29 4.36 1.22 176764.13 RTS205 0.401 0.401 20 14
20170730 25.35 5.81 5.47 4.53 1.23 177744.59 RTS205 0.401 0.401 20 14
20170731 39.38 5.66 5.32 3.94 1.2 198537.62 RTS205 0.401 0.401 20 14
20170801 37.49 5.68 5.31 4.38 1.21 204769.29 RTS205 0.401 0.401 20 14
20170802 38.63 5.74 5.35 4.42 1.22 183133.23 RTS205 0.401 0.401 20 14
20170803 31.43 5.87 5.32 4.39 1.65 213563.95 RTS205 0.401 0.401 20 14
20170804 36.47 5.78 5.35 4.42 1.34 207974.73 RTS205 0.401 0.401 20 14
20170805 37.71 5.71 5.34 4.41 1.23 181943.3 RTS205 0.401 0.401 20 14
20170729 29.15 8.42 7.51 6.93 1.97 42155.15 RTS207 0.4545 0.4545 17 10
20170730 30.52 8.27 7.39 6.45 1.91 48506.24 RTS207 0.4545 0.4545 17 10
20170731 30.58 8.21 7.27 6.69 2.05 55574.8 RTS207 0.4545 0.4545 17 10
20170801 29.58 8.42 7.89 6.87 2.14 55688.93 RTS207 0.4545 0.4545 17 10
20170802 28.65 8.4 7.89 6.87 2.08 49225.71 RTS207 0.4545 0.4545 17 10
20170803 30.01 8.38 7.92 6.9 2.07 54448.89 RTS207 0.4545 0.4545 17 10
20170804 29.95 8.37 7.91 6.89 1.92 55441.47 RTS207 0.4545 0.4545 17 10
20170805 21.11 8.45 7.53 6.95 1.93 43474.57 RTS207 0.4545 0.4545 17 10
20170729 27.89 6.94 6.55 5.13 1.37 203017.04 RTS209 0.375 0.375 27 14
20170730 24.49 7.08 6.65 4.33 1.42 206650.1 RTS209 0.375 0.375 27 14
20170731 27.97 6.84 6.29 4.91 1.39 242747.1 RTS209 0.375 0.375 27 14
20170801 24.55 6.89 6.32 4.94 1.42 253101.11 RTS209 0.375 0.375 27 14
20170802 27.31 6.84 6.46 5.08 1.4 224133.42 RTS209 0.375 0.375 27 14
20170803 27.04 6.96 6.65 4.98 1.36 241988.67 RTS209 0.375 0.375 27 14
20170804 21.57 6.93 6.38 5.0 1.32 247585.12 RTS209 0.375 0.375 27 14
20170805 26.14 6.93 6.58 5.2 1.32 216715.49 RTS209 0.375 0.375 27 14
20170729 24.31 7.5 6.77 5.83 1.56 70354.18 RTS210 0.75 0.75 25 14
20170730 23.93 7.65 7.36 4.98 1.52 71105.07 RTS210 0.75 0.75 25 14
20170731 22.93 7.34 6.73 6.16 1.32 79952.57 RTS210 0.75 0.75 25 14
20170801 23.84 7.41 6.79 6.22 1.33 81524.66 RTS210 0.75 0.75 25 14
20170802 24.08 7.43 6.83 5.89 1.35 69684.21 RTS210 0.75 0.75 25 14
20170803 23.84 7.28 6.68 6.11 1.34 86623.88 RTS210 0.75 0.75 25 14
20170804 23.43 7.03 6.44 5.87 1.35 101762.09 RTS210 0.75 0.75 25 14
20170805 17.95 7.21 6.59 6.02 1.44 80499.92 RTS210 0.75 0.75 25 14
20170729 28.3 10.13 9.75 9.13 1.46 9865.45 RTS211 0.3191 0.3191 25 14
20170730 24.39 10.34 10.01 9.41 1.66 9962.1 RTS211 0.3191 0.3191 25 14
20170731 24.28 9.83 9.52 8.89 1.57 13736.31 RTS211 0.3191 0.3191 25 14
20170801 31.35 10.01 9.49 8.91 1.94 14201.13 RTS211 0.3191 0.3191 25 14
20170802 43.25 9.89 9.5 8.84 1.83 13284.83 RTS211 0.3191 0.3191 25 14
20170803 30.82 10.1 9.37 8.8 2.49 16737.19 RTS211 0.3191 0.3191 25 14
20170804 29.91 9.83 9.47 8.48 1.87 16460.25 RTS211 0.3191 0.3191 25 14
20170805 22.7 9.91 9.57 8.96 1.58 12347.71 RTS211 0.3191 0.3191 25 14
20170729 51.84 7.23 6.6 6.02 2.06 68192.39 RTS212 0.5467 0.5467 17 10
20170730 41.36 7.24 6.62 4.97 1.98 75526.05 RTS212 0.5467 0.5467 17 10
20170731 51.86 7.16 6.57 5.99 1.92 77360.12 RTS212 0.5467 0.5467 17 10
20170801 40.56 7.12 6.58 5.65 1.63 77615.9 RTS212 0.5467 0.5467 17 10
20170802 64.74 7.13 6.59 5.66 1.74 68147.54 RTS212 0.5467 0.5467 17 10
20170803 40.42 7.0 6.5 5.56 1.67 82094.06 RTS212 0.5467 0.5467 17 10
20170804 33.56 7.02 6.48 5.91 1.76 84454.24 RTS212 0.5467 0.5467 17 10
20170805 40.28 7.39 6.53 5.6 2.28 75981.68 RTS212 0.5467 0.5467 17 10
20170729 28.83 7.56 6.96 5.74 2.0 251149.09 RTS213 0.0165 0.0165 17 10
20170730 27.0 7.74 7.18 5.15 2.05 246439.72 RTS213 0.0165 0.0165 17 10
20170731 26.1 7.59 6.86 5.82 2.01 266328.87 RTS213 0.0165 0.0165 17 10
20170801 29.59 7.52 6.9 5.79 1.93 282918.37 RTS213 0.0165 0.0165 17 10
20170802 26.86 7.58 6.92 5.76 2.04 255204.29 RTS213 0.0165 0.0165 17 10
20170803 27.39 7.63 6.97 5.51 2.01 277868.73 RTS213 0.0165 0.0165 17 10
20170804 31.12 7.6 6.94 5.38 1.97 284475.39 RTS213 0.0165 0.0165 17 10
20170805 34.01 7.65 6.85 5.46 2.1 244079.47 RTS213 0.0165 0.0165 17 10
20170729 22.78 7.21 6.89 5.67 1.11 110950.13 RTS214 0.625 0.625 24 14
20170730 19.88 7.41 7.15 5.1 1.15 108062.48 RTS214 0.625 0.625 24 14
20170731 23.07 7.37 7.12 6.1 1.08 110231.65 RTS214 0.625 0.625 24 14
20170801 23.06 7.36 7.08 4.98 1.21 114289.9 RTS214 0.625 0.625 24 14
20170802 18.28 7.32 7.07 6.05 1.15 100686.45 RTS214 0.625 0.625 24 14
20170803 17.45 7.29 7.05 5.67 1.22 118757.35 RTS214 0.625 0.625 24 14
20170804 17.95 7.27 7.08 6.09 1.05 119992.94 RTS214 0.625 0.625 24 14
20170805 22.86 7.22 6.99 5.98 1.07 115477.51 RTS214 0.625 0.625 24 14
20170729 19.43 8.15 8.03 7.09 1.01 54209.35 RTS215 0.1658 0.1658 17 10
20170730 20.07 8.41 8.21 6.35 0.98 49791.02 RTS215 0.1658 0.1658 17 10
20170731 21.4 8.25 8.11 7.25 1.09 58189.74 RTS215 0.1658 0.1658 17 10
20170801 30.88 8.27 8.13 7.3 1.09 58639.63 RTS215 0.1658 0.1658 17 10
20170802 26.89 8.19 8.06 7.2 1.09 55377.37 RTS215 0.1658 0.1658 17 10
20170803 21.46 8.15 8.05 6.86 1.0 63302.34 RTS215 0.1658 0.1658 17 10
20170804 21.79 8.09 8.03 6.29 0.97 66956.64 RTS215 0.1658 0.1658 17 10
20170805 21.67 8.13 7.92 6.79 0.95 56608.48 RTS215 0.1658 0.1658 17 10
20170729 33.02 8.76 8.25 7.02 2.71 59755.72 RTS217 0.3052 0.3052 17 10
20170730 33.01 8.88 8.26 6.79 2.66 59219.36 RTS217 0.3052 0.3052 17 10
20170731 31.54 8.78 8.27 7.06 2.65 63605.07 RTS217 0.3052 0.3052 17 10
20170801 33.77 8.77 8.25 6.68 2.63 66745.27 RTS217 0.3052 0.3052 17 10
20170802 37.21 9.06 8.38 6.83 2.91 59470.7 RTS217 0.3052 0.3052 17 10
20170803 39.08 8.72 8.08 6.68 2.62 68821.32 RTS217 0.3052 0.3052 17 10
20170804 40.53 8.54 7.82 7.1 2.5 76764.42 RTS217 0.3052 0.3052 17 10
20170805 40.5 8.77 8.34 7.09 2.57 60444.25 RTS217 0.3052 0.3052 17 10
20170729 19.82 5.96 5.42 4.48 1.37 179986.25 RTS218 0.1029 0.1029 17 10
20170730 23.84 6.14 5.57 3.63 1.37 181052.59 RTS218 0.1029 0.1029 17 10
20170731 22.79 5.83 5.31 3.94 1.39 218426.05 RTS218 0.1029 0.1029 17 10
20170801 22.82 5.71 5.19 4.26 1.41 238195.31 RTS218 0.1029 0.1029 17 10
20170802 18.8 5.77 5.25 3.88 1.38 208231.79 RTS218 0.1029 0.1029 17 10
20170803 26.42 5.7 5.18 4.25 1.43 247302.34 RTS218 0.1029 0.1029 17 10
20170804 23.43 5.75 5.24 4.31 1.38 240467.93 RTS218 0.1029 0.1029 17 10
20170805 23.23 5.87 5.34 3.97 1.41 198499.71 RTS218 0.1029 0.1029 17 10
20170729 26.48 6.08 5.42 4.48 1.3 223283.34 RTS219 0.082 0.082 17 10
20170730 27.03 6.24 5.57 3.63 1.32 222998.86 RTS219 0.082 0.082 17 10
20170731 23.82 5.99 5.31 3.94 1.38 259846.39 RTS219 0.082 0.082 17 10
20170801 22.48 5.86 5.19 4.26 1.39 277939.22 RTS219 0.082 0.082 17 10
20170802 26.09 5.96 5.25 3.88 1.48 248690.49 RTS219 0.082 0.082 17 10
20170803 25.83 5.87 5.18 4.25 1.42 297757.87 RTS219 0.082 0.082 17 10
20170804 22.99 5.92 5.24 4.31 1.38 288756.4 RTS219 0.082 0.082 17 10
20170805 23.29 6.03 5.34 3.97 1.46 235885.74 RTS219 0.082 0.082 17 10
20170729 22.29 7.69 7.4 6.39 1.08 96439.41 RTS220 0.2627 0.2627 17 10
20170730 18.08 7.85 7.5 5.8 0.99 96294.63 RTS220 0.2627 0.2627 17 10
20170731 22.29 7.73 7.33 6.54 0.98 104368.86 RTS220 0.2627 0.2627 17 10
20170801 24.29 7.66 7.21 6.59 0.94 111767.6 RTS220 0.2627 0.2627 17 10
20170802 17.62 7.68 7.26 5.8 0.93 98484.56 RTS220 0.2627 0.2627 17 10
20170803 22.22 7.71 7.26 5.85 0.94 109143.3 RTS220 0.2627 0.2627 17 10
20170804 19.15 7.61 7.23 6.5 0.94 118949.73 RTS220 0.2627 0.2627 17 10
20170805 18.33 7.59 7.12 6.18 1.06 108176.16 RTS220 0.2627 0.2627 17 10
20170729 22.62 7.93 7.41 6.39 2.02 143480.86 RTS222 0.125 0.125 23 14
20170730 24.27 7.98 7.63 5.8 1.64 139362.37 RTS222 0.125 0.125 23 14
20170731 23.72 7.83 7.57 6.31 1.47 148439.85 RTS222 0.125 0.125 23 14
20170801 21.98 7.8 7.49 6.48 1.58 159525.59 RTS222 0.125 0.125 23 14
20170802 23.55 7.97 7.31 5.8 1.96 149595.2 RTS222 0.125 0.125 23 14
20170803 22.65 7.97 7.35 5.85 1.82 155506.77 RTS222 0.125 0.125 23 14
20170804 23.98 7.73 7.26 6.5 1.55 167186.46 RTS222 0.125 0.125 23 14
20170805 23.8 7.7 7.24 6.12 1.54 151103.22 RTS222 0.125 0.125 23 14
20170729 20.22 9.56 9.41 8.26 1.31 16036.61 RTS224 0.3585 0.3585 17 10
20170730 20.33 9.65 9.55 8.3 1.38 16961.92 RTS224 0.3585 0.3585 17 10
20170731 20.36 9.5 9.31 8.25 1.15 17671.31 RTS224 0.3585 0.3585 17 10
20170801 19.35 9.42 9.28 8.24 0.88 18712.21 RTS224 0.3585 0.3585 17 10
20170802 21.44 9.42 9.45 8.18 1.03 17375.76 RTS224 0.3585 0.3585 17 10
20170803 20.27 9.45 9.39 8.24 1.08 19657.15 RTS224 0.3585 0.3585 17 10
20170804 20.27 9.58 9.33 8.3 1.2 18152.45 RTS224 0.3585 0.3585 17 10
20170805 20.44 9.53 9.42 8.4 0.88 15751.93 RTS224 0.3585 0.3585 17 10
20170729 25.06 7.46 7.34 5.65 1.32 128651.65 RTS225 0.125 0.125 26 14
20170730 25.3 7.64 7.51 5.9 1.37 126804.43 RTS225 0.125 0.125 26 14
20170731 24.86 7.7 7.47 5.79 1.52 133723.24 RTS225 0.125 0.125 26 14
20170801 24.69 7.64 7.33 6.16 1.44 146693.26 RTS225 0.125 0.125 26 14
20170802 24.75 7.55 7.34 6.04 1.47 136293.77 RTS225 0.125 0.125 26 14
20170803 25.86 7.55 7.18 5.74 1.47 154227.59 RTS225 0.125 0.125 26 14
20170804 26.16 7.75 7.39 6.09 1.77 150783.12 RTS225 0.125 0.125 26 14
20170805 25.09 7.68 7.39 6.1 1.61 129604.09 RTS225 0.125 0.125 26 14
20170729 17.69 8.6 8.39 7.58 0.87 43164.58 RTS226 0.4875 0.375 25 20
20170730 19.59 8.81 8.64 7.71 0.9 41555.13 RTS226 0.4875 0.375 25 20
20170731 34.36 8.48 8.38 7.27 0.97 50478.33 RTS226 0.4875 0.375 25 20
20170801 17.5 8.51 8.24 7.48 0.78 51467.61 RTS226 0.4875 0.375 25 20
20170802 25.82 8.55 8.23 7.56 0.8 45551.12 RTS226 0.4875 0.375 25 20
20170803 25.52 8.59 8.35 7.56 0.85 47913.59 RTS226 0.4875 0.375 25 20
20170804 18.3 8.44 8.31 7.34 0.79 53711.2 RTS226 0.4875 0.375 25 20
20170805 18.81 8.6 8.49 7.47 0.77 44922.85 RTS226 0.4875 0.375 25 20
20170729 19.33 6.05 5.42 4.48 1.36 193794.39 RTS227 0.7357 0.7357 23 10
20170730 25.56 6.23 5.57 3.63 1.4 194507.3 RTS227 0.7357 0.7357 23 10
20170731 22.72 5.94 5.31 3.94 1.36 240314.39 RTS227 0.7357 0.7357 23 10
20170801 21.12 5.81 5.19 4.26 1.38 257371.78 RTS227 0.7357 0.7357 23 10
20170802 22.83 5.85 5.25 3.88 1.37 223342.31 RTS227 0.7357 0.7357 23 10
20170803 20.43 5.75 5.18 4.25 1.35 260833.14 RTS227 0.7357 0.7357 23 10
20170804 18.3 5.86 5.24 4.31 1.39 260414.4 RTS227 0.7357 0.7357 23 10
20170805 21.87 6.02 5.34 3.97 1.51 215089.46 RTS227 0.7357 0.7357 23 10
20170729 28.16 8.06 7.98 6.51 1.03 100044.26 RTS228 0.75 0.75 29 14
20170730 26.78 8.22 8.04 6.05 1.44 106982.93 RTS228 0.75 0.75 29 14
20170731 25.79 8.15 8.03 6.85 1.46 116858.38 RTS228 0.75 0.75 29 14
20170801 26.16 8.15 7.93 7.01 1.25 117954.4 RTS228 0.75 0.75 29 14
20170802 22.28 8.09 7.9 6.98 1.17 107385.34 RTS228 0.75 0.75 29 14
20170803 27.03 8.05 7.76 6.55 1.22 123148.64 RTS228 0.75 0.75 29 14
20170804 28.26 8.08 7.86 6.92 1.27 123612.5 RTS228 0.75 0.75 29 14
20170805 27.73 8.05 7.9 6.76 1.23 111070.55 RTS228 0.75 0.75 29 14
20170729 34.91 8.3 8.24 7.01 1.12 77211.67 RTS229 0.5709 0.5709 20 14
20170730 27.81 8.42 8.3 7.13 1.01 76412.87 RTS229 0.5709 0.5709 20 14
20170731 26.51 8.37 8.23 7.19 0.98 82887.79 RTS229 0.5709 0.5709 20 14
20170801 34.53 8.39 8.21 7.24 1.27 87428.63 RTS229 0.5709 0.5709 20 14
20170802 34.49 8.25 8.17 7.0 1.17 81974.59 RTS229 0.5709 0.5709 20 14
20170803 34.55 8.22 8.11 6.94 1.06 93121.47 RTS229 0.5709 0.5709 20 14
20170804 26.44 8.41 8.17 7.13 1.27 89336.52 RTS229 0.5709 0.5709 20 14
20170805 35.15 8.5 8.31 7.33 1.29 71672.97 RTS229 0.5709 0.5709 20 14
20170729 25.25 9.34 9.11 8.29 1.15 17509.27 RTS230 0.3834 0.3834 17 10
20170730 24.16 9.21 9.1 7.34 0.99 21719.1 RTS230 0.3834 0.3834 17 10
20170731 23.13 9.25 9.05 8.19 0.92 21485.23 RTS230 0.3834 0.3834 17 10
20170801 24.05 9.25 9.04 8.23 0.94 21915.92 RTS230 0.3834 0.3834 17 10
20170802 24.14 9.23 8.88 7.49 0.86 22574.55 RTS230 0.3834 0.3834 17 10
20170803 23.14 8.78 8.59 7.82 0.78 34768.52 RTS230 0.3834 0.3834 17 10
20170804 23.67 9.09 8.9 8.14 0.83 25576.14 RTS230 0.3834 0.3834 17 10
20170805 21.65 9.25 9.04 8.23 0.83 19808.01 RTS230 0.3834 0.3834 17 10
20170729 22.21 7.99 7.79 5.71 1.28 117413.45 RTS232 0.3573 0.3573 23 14
20170730 19.29 8.09 7.96 5.52 1.31 118257.48 RTS232 0.3573 0.3573 23 14
20170731 21.96 7.78 7.45 5.45 1.21 136934.65 RTS232 0.3573 0.3573 23 14
20170801 25.9 7.7 7.41 5.34 1.36 154552.9 RTS232 0.3573 0.3573 23 14
20170802 25.59 7.87 7.61 5.53 1.27 126766.66 RTS232 0.3573 0.3573 23 14
20170803 25.66 7.78 7.53 5.5 1.18 144474.01 RTS232 0.3573 0.3573 23 14
20170804 24.79 7.23 7.01 4.82 1.34 189445.61 RTS232 0.3573 0.3573 23 14
20170805 25.41 7.57 7.44 5.98 1.31 137171.37 RTS232 0.3573 0.3573 23 14
20170729 27.83 7.74 7.44 6.06 1.51 90448.59 RTS47 0.4049 0.4049 20 14
20170730 27.12 7.88 7.55 5.46 1.33 82804.33 RTS47 0.4049 0.4049 20 14
20170731 26.65 7.67 7.52 5.57 1.2 94564.49 RTS47 0.4049 0.4049 20 14
20170801 28.79 7.66 7.35 6.33 1.25 95209.52 RTS47 0.4049 0.4049 20 14
20170802 26.09 7.67 7.37 6.35 1.27 83389.34 RTS47 0.4049 0.4049 20 14
20170803 20.16 7.62 7.35 6.33 1.12 96076.6 RTS47 0.4049 0.4049 20 14
20170804 28.1 7.66 7.37 6.35 1.26 99613.31 RTS47 0.4049 0.4049 20 14
20170805 28.48 7.54 7.22 6.2 1.14 96594.15 RTS47 0.4049 0.4049 20 14
20170729 24.21 7.76 7.5 6.26 1.29 60357.94 RTS48 0.1611 0.1611 17 10
20170730 25.83 7.87 7.7 5.9 1.22 60736.33 RTS48 0.1611 0.1611 17 10
20170731 30.11 7.87 7.74 6.35 1.21 64291.48 RTS48 0.1611 0.1611 17 10
20170801 22.36 7.83 7.57 6.78 1.21 67210.26 RTS48 0.1611 0.1611 17 10
20170802 26.01 7.77 7.45 6.33 1.26 59485.64 RTS48 0.1611 0.1611 17 10
20170803 25.26 7.83 7.7 6.37 1.25 67998.29 RTS48 0.1611 0.1611 17 10
20170804 23.61 7.77 7.37 6.43 1.29 78547.55 RTS48 0.1611 0.1611 17 10
20170805 24.6 7.79 7.57 6.7 1.25 66443.24 RTS48 0.1611 0.1611 17 10
20170729 18.17 6.26 5.76 4.83 1.16 150031.42 RTS49 0.75 0.75 25 14
20170730 21.53 6.29 5.82 4.88 1.15 158846.16 RTS49 0.75 0.75 25 14
20170731 18.75 6.09 5.65 5.08 1.11 177719.46 RTS49 0.75 0.75 25 14
20170801 18.66 6.2 5.73 4.8 1.11 177011.23 RTS49 0.75 0.75 25 14
20170802 19.24 6.16 5.7 4.76 1.11 164774.95 RTS49 0.75 0.75 25 14
20170803 18.4 6.19 5.73 4.79 1.06 182222.07 RTS49 0.75 0.75 25 14
20170804 17.38 6.21 5.72 4.79 1.1 183711.95 RTS49 0.75 0.75 25 14
20170805 24.27 6.22 5.74 4.81 1.1 157478.35 RTS49 0.75 0.75 25 14
20170729 26.77 6.94 6.72 5.13 1.37 180342.23 RTS52 0.6516 0.5766 30 20
20170730 25.93 7.06 6.81 4.58 1.38 191152.06 RTS52 0.6516 0.5766 30 20
20170731 25.69 6.9 6.7 5.5 1.31 207370.64 RTS52 0.6516 0.5766 30 20
20170801 30.41 6.94 6.79 5.17 1.32 208747.59 RTS52 0.6516 0.5766 30 20
20170802 33.3 6.83 6.66 5.44 1.29 198276.77 RTS52 0.6516 0.5766 30 20
20170803 32.46 7.02 6.75 5.29 1.3 211729.86 RTS52 0.6516 0.5766 30 20
20170804 25.27 6.95 6.68 5.24 1.27 221247.84 RTS52 0.6516 0.5766 30 20
20170805 32.18 6.93 6.58 5.2 1.35 199874.4 RTS52 0.6516 0.5766 30 20
