Silent date topic max mean median min stdv sum rt st
1 20160802 RTS10 33.22 9.24 8.13 6.74 2.86 70192.35 16 20
1 20160803 RTS10 33.7 8.62 7.8 6.93 2.34 60304.92 16 20
1 20160804 RTS10 24.6 8.74 7.97 6.97 2.42 58159.58 16 20
1 20160805 RTS10 34.83 8.76 8.0 6.63 2.57 52538.37 16 20
1 20160806 RTS10 47.38 9.66 8.31 7.4 3.82 60008.84 16 20
1 20160807 RTS10 33.54 8.16 7.74 6.72 2.16 63687.94 16 20
1 20160808 RTS10 34.96 9.19 8.39 6.78 2.68 40129.33 16 20
1 20160809 RTS10 35.91 8.41 7.64 6.85 2.5 69100.98 16 20
1 20160810 RTS10 32.41 8.9 8.2 6.37 2.43 60733.26 16 20
1 20160811 RTS10 33.81 8.47 7.92 6.92 2.13 57718.41 16 20
1 20160802 RTS13 20.57 6.24 6.02 3.96 1.18 289087.42 16 20
1 20160803 RTS13 22.58 6.12 5.48 4.11 1.2 244702.54 16 20
1 20160804 RTS13 22.83 6.09 5.49 3.85 1.2 240260.97 16 20
1 20160805 RTS13 20.8 6.06 5.44 4.51 1.24 228942.4 16 20
1 20160806 RTS13 21.89 6.4 5.76 3.82 1.18 213486.99 16 20
1 20160807 RTS13 21.88 5.99 5.37 4.0 1.16 214519.36 16 20
1 20160808 RTS13 22.98 6.54 5.9 3.95 1.21 165607.37 16 20
1 20160809 RTS13 21.91 6.09 5.46 4.53 1.16 232663.62 16 20
1 20160810 RTS13 23.43 6.37 5.85 3.79 1.18 243934.43 16 20
1 20160811 RTS13 21.03 6.11 5.47 4.54 1.17 227696.45 16 20
1 20160802 RTS14 15.01 9.04 8.96 8.39 0.48 11765.24 16 25
1 20160803 RTS14 14.21 8.85 8.78 8.2 0.45 10470.99 16 25
0 20160804 RTS14 14.76 8.89 8.81 8.23 0.41 10156.59 16 25
0 20160805 RTS14 15.88 8.91 8.84 8.26 0.4 9026.55 16 25
0 20160806 RTS14 14.84 9.29 9.2 8.63 0.43 7725.67 16 25
1 20160807 RTS14 14.72 8.99 8.89 8.31 0.49 7790.67 16 25
0 20160808 RTS14 14.71 9.58 9.48 8.54 0.47 5334.48 16 25
0 20160809 RTS14 15.14 8.91 8.83 8.25 0.42 9323.79 16 25
1 20160810 RTS14 14.89 9.37 9.25 8.68 0.49 8347.45 16 25
0 20160811 RTS14 14.82 9.01 8.93 8.35 0.4 8483.51 16 25
0 20160802 RTS19 32.0 10.63 10.58 8.86 1.81 8699.31 16 29
0 20160803 RTS19 21.75 10.73 10.35 9.77 1.81 6687.74 16 29
0 20160804 RTS19 21.66 10.68 10.33 9.75 1.76 6931.65 16 29
0 20160805 RTS19 22.32 10.58 10.21 9.54 1.72 6759.46 16 29
0 20160806 RTS19 22.09 11.01 10.66 9.15 1.97 6035.37 16 29
0 20160807 RTS19 21.51 10.86 10.65 10.02 1.4 4115.52 16 29
0 20160808 RTS19 22.03 11.02 10.74 9.98 1.68 4056.43 16 29
0 20160809 RTS19 30.96 10.61 10.33 9.76 1.34 5610.19 16 29
0 20160810 RTS19 22.29 10.82 10.57 9.19 1.64 6719.95 16 29
1 20160811 RTS19 22.29 10.73 10.45 9.87 1.3 5139.7 16 29
1 20160802 RTS2 12.85 9.67 9.47 8.9 0.69 7755.67 16 25
1 20160803 RTS2 12.91 9.37 9.23 8.66 0.66 7053.0 16 25
1 20160804 RTS2 12.94 9.11 8.95 8.38 0.66 8771.13 16 25
0 20160805 RTS2 14.45 9.35 9.24 8.67 0.64 6192.91 16 25
0 20160806 RTS2 12.99 9.92 9.68 9.1 0.69 5487.83 16 25
0 20160807 RTS2 13.52 9.12 8.93 8.36 0.71 6095.17 16 25
1 20160808 RTS2 12.06 9.85 9.49 8.91 0.7 5306.64 16 25
0 20160809 RTS2 12.12 9.6 9.3 8.73 0.69 6615.42 16 25
0 20160810 RTS2 12.31 10.18 9.89 9.32 0.63 5477.98 16 25
0 20160811 RTS2 11.58 10.02 9.76 9.18 0.51 5473.17 16 25
1 20160802 RTS21 31.78 7.43 7.36 5.4 0.84 48623.89 16 25
1 20160803 RTS21 14.48 7.42 7.34 5.38 0.71 37326.11 16 25
1 20160804 RTS21 31.19 7.37 7.27 5.31 0.85 38889.09 16 25
1 20160805 RTS21 14.71 7.43 7.31 5.92 0.74 34786.56 16 25
1 20160806 RTS21 18.48 7.37 7.4 5.45 0.82 36790.94 16 25
1 20160807 RTS21 18.9 7.46 7.38 6.0 0.74 29216.6 16 25
1 20160808 RTS21 19.13 7.26 7.31 5.35 0.82 34712.71 16 25
1 20160809 RTS21 30.95 7.22 7.15 5.77 0.96 39990.78 16 25
1 20160810 RTS21 30.4 7.11 7.03 5.08 1.01 49383.53 16 25
1 20160811 RTS21 30.11 7.54 7.39 6.45 1.04 33509.95 16 25
1 20160802 RTS24 19.53 8.2 7.82 6.41 0.88 57668.07 16 25
1 20160803 RTS24 18.24 8.08 7.8 6.35 0.85 50915.3 16 25
1 20160804 RTS24 17.95 8.12 7.88 6.8 0.87 50063.17 16 25
1 20160805 RTS24 18.3 7.98 7.54 6.97 0.94 48449.72 16 25
0 20160806 RTS24 19.4 7.87 7.44 5.79 0.89 52029.39 16 25
1 20160807 RTS24 17.89 7.62 7.16 6.58 0.9 50065.05 16 25
1 20160808 RTS24 16.25 7.13 6.75 5.37 0.95 67425.48 16 25
1 20160809 RTS24 17.57 7.37 6.93 6.36 0.87 68105.33 16 25
0 20160810 RTS24 18.82 6.72 6.34 4.96 0.96 124753.56 16 25
1 20160811 RTS24 18.31 7.31 6.86 6.29 0.95 73066.4 16 25
1 20160802 RTS25 42.53 10.54 8.11 5.65 5.39 130050.15 16 25
1 20160803 RTS25 34.3 10.77 8.26 6.5 5.18 136496.77 16 25
1 20160804 RTS25 41.51 11.12 8.19 5.68 5.46 144122.13 16 25
1 20160805 RTS25 41.03 11.45 8.5 6.0 5.25 188567.05 16 25
1 20160806 RTS25 45.47 11.73 12.19 5.61 4.66 292408.09 16 25
1 20160807 RTS25 42.73 11.25 11.84 5.78 4.85 216839.21 16 25
1 20160808 RTS25 36.56 11.67 12.32 5.07 3.87 271911.27 16 25
1 20160809 RTS25 43.15 10.82 12.15 5.67 4.21 260744.25 16 25
1 20160810 RTS25 44.24 11.32 11.96 5.5 3.86 329756.87 16 25
1 20160811 RTS25 43.97 11.0 11.94 6.2 4.31 223024.21 16 25
1 20160802 RTS27 17.57 6.1 5.47 3.84 1.74 266513.36 16 25
1 20160803 RTS27 16.1 5.94 5.37 3.73 1.61 218323.91 16 25
1 20160804 RTS27 18.11 5.94 5.34 3.97 1.67 222136.35 16 25
1 20160805 RTS27 16.15 5.81 5.31 4.38 1.51 202207.78 16 25
1 20160806 RTS27 16.35 6.34 5.42 3.48 2.12 243872.23 16 25
1 20160807 RTS27 16.39 5.97 5.3 4.36 1.77 194435.56 16 25
1 20160808 RTS27 17.05 6.26 5.61 3.67 1.75 174698.17 16 25
1 20160809 RTS27 16.2 5.84 5.28 4.35 1.61 216547.93 16 25
1 20160810 RTS27 16.4 6.04 5.49 3.55 1.62 237597.37 16 25
1 20160811 RTS27 16.17 5.75 5.27 4.33 1.49 213453.52 16 25
1 20160802 RTS28 59.94 5.75 5.38 3.75 1.35 289478.87 16 25
1 20160803 RTS28 60.05 5.6 5.24 3.61 1.38 242991.42 16 25
1 20160804 RTS28 44.72 5.6 5.27 3.63 1.19 234159.79 16 25
0 20160805 RTS28 42.08 5.54 5.19 3.82 1.12 227959.97 16 25
0 20160806 RTS28 39.03 5.99 5.62 3.68 1.14 198118.89 16 25
1 20160807 RTS28 41.61 5.74 5.35 4.41 1.22 189121.08 16 25
0 20160808 RTS28 42.44 6.08 5.72 4.08 1.06 161395.49 16 25
0 20160809 RTS28 44.16 5.57 5.22 3.85 1.16 229002.85 16 25
0 20160810 RTS28 38.13 5.83 5.48 3.55 1.15 242812.4 16 25
1 20160811 RTS28 41.93 5.56 5.2 3.83 1.16 233512.09 16 25
1 20160802 RTS31 28.0 7.85 6.92 4.96 3.2 94379.8 16 27
1 20160803 RTS31 27.08 7.77 6.89 4.93 3.01 72801.71 16 27
1 20160804 RTS31 26.81 7.62 6.94 4.99 2.39 67762.41 16 27
1 20160805 RTS31 27.24 7.59 6.9 5.52 2.26 65159.28 16 27
1 20160806 RTS31 26.75 7.47 6.96 5.0 1.92 69635.57 16 27
1 20160807 RTS31 26.02 7.33 6.79 5.85 1.64 62088.34 16 27
1 20160808 RTS31 27.89 7.32 6.84 4.89 1.67 61740.95 16 27
1 20160809 RTS31 26.88 7.48 6.94 5.56 1.71 63271.17 16 27
1 20160810 RTS31 27.02 7.54 7.05 5.09 1.71 72226.74 16 27
1 20160811 RTS31 26.16 7.44 6.87 5.93 1.99 66802.27 16 27
1 20160802 RTS32 36.29 8.52 7.69 5.59 2.6 98850.57 16 25
1 20160803 RTS32 26.78 8.41 7.57 6.3 2.48 95333.06 16 25
1 20160804 RTS32 36.59 8.48 7.43 6.36 2.58 96984.16 16 25
1 20160805 RTS32 26.25 8.35 7.19 6.28 2.69 122329.59 16 25
1 20160806 RTS32 33.78 7.85 7.13 4.98 2.42 179052.32 16 25
1 20160807 RTS32 25.04 7.79 7.16 5.92 2.26 129211.35 16 25
1 20160808 RTS32 24.78 7.18 6.16 5.59 1.95 156829.09 16 25
1 20160809 RTS32 23.85 7.5 6.79 5.77 2.08 147998.13 16 25
1 20160810 RTS32 25.5 7.29 6.69 4.87 2.0 187837.03 16 25
1 20160811 RTS32 24.12 7.62 6.99 5.61 2.1 135940.11 16 25
1 20160802 RTS35 32.19 7.18 6.52 4.56 1.26 145262.39 16 26
1 20160803 RTS35 24.94 7.0 6.34 5.41 1.22 127045.43 16 26
1 20160804 RTS35 23.05 7.01 6.34 4.7 1.26 124827.15 16 26
1 20160805 RTS35 24.76 6.88 6.22 5.29 1.4 125433.33 16 26
1 20160806 RTS35 32.79 7.13 6.47 5.09 1.43 118187.6 16 26
1 20160807 RTS35 25.04 6.85 6.22 5.65 1.35 109169.1 16 26
0 20160808 RTS35 24.95 7.33 6.71 5.06 1.2 89967.72 16 26
0 20160809 RTS35 25.12 6.99 6.36 5.78 1.17 119360.0 16 26
0 20160810 RTS35 23.55 7.15 6.56 4.91 1.17 122232.58 16 26
0 20160811 RTS35 16.91 6.9 6.28 5.34 1.11 123211.67 16 26
1 20160802 RTS36 23.71 8.38 8.16 6.77 1.01 25023.96 16 20
1 20160803 RTS36 20.08 8.33 8.14 7.56 0.97 19310.63 16 20
1 20160804 RTS36 19.53 8.37 8.16 7.59 0.96 19102.44 16 20
1 20160805 RTS36 19.5 8.42 8.18 7.6 0.92 17360.66 16 20
1 20160806 RTS36 23.94 8.79 8.56 7.17 1.01 14596.97 16 20
1 20160807 RTS36 13.39 8.4 8.22 7.65 0.81 14437.34 16 20
1 20160808 RTS36 32.83 9.12 8.81 7.42 1.56 10384.06 16 20
1 20160809 RTS36 32.64 8.4 8.14 7.57 1.34 18131.94 16 20
1 20160810 RTS36 20.43 8.64 8.43 7.05 0.96 17895.05 16 20
1 20160811 RTS36 23.59 8.34 8.13 7.55 0.94 17948.0 16 20
1 20160802 RTS37 16.83 7.09 6.74 4.79 0.77 98244.42 16 25
1 20160803 RTS37 16.77 6.93 6.6 5.21 0.78 82338.3 16 25
1 20160804 RTS37 16.93 6.91 6.6 5.22 0.76 79696.07 16 25
1 20160805 RTS37 15.88 6.82 6.51 5.57 0.79 77916.9 16 25
1 20160806 RTS37 17.05 6.96 6.65 4.69 0.79 83244.84 16 25
1 20160807 RTS37 17.37 6.73 6.44 5.87 0.8 73934.37 16 25
1 20160808 RTS37 16.53 6.81 6.51 4.56 0.75 83414.31 16 25
1 20160809 RTS37 16.72 6.66 6.38 5.45 0.85 86797.93 16 25
1 20160810 RTS37 15.36 7.07 6.74 4.79 0.77 88128.56 16 25
1 20160811 RTS37 16.66 6.77 6.44 5.51 0.84 83847.49 16 25
0 20160802 RTS4 28.27 7.83 7.24 5.86 1.36 83495.36 16 29
1 20160803 RTS4 29.17 7.72 7.57 6.2 1.44 82086.19 16 29
1 20160804 RTS4 27.62 7.65 7.43 6.21 1.4 84977.05 16 29
1 20160805 RTS4 27.32 7.31 6.85 6.16 1.27 99277.1 16 29
1 20160806 RTS4 29.53 7.1 6.81 4.98 1.78 146531.29 16 29
1 20160807 RTS4 34.94 7.21 6.81 5.87 1.99 119788.65 16 29
1 20160808 RTS4 29.22 6.95 6.16 5.2 1.9 144281.06 16 29
1 20160809 RTS4 29.22 7.15 6.54 5.77 2.01 145187.9 16 29
1 20160810 RTS4 29.9 7.1 6.69 5.31 2.04 179952.39 16 29
1 20160811 RTS4 32.17 7.3 6.67 5.61 1.96 127270.94 16 29
1 20160802 RTS43 34.69 8.18 6.61 5.22 3.22 222093.65 16 25
1 20160803 RTS43 34.63 7.81 6.38 4.57 3.23 192546.15 16 25
1 20160804 RTS43 40.44 8.07 6.56 5.18 3.25 177682.29 16 25
1 20160805 RTS43 34.87 8.15 6.67 5.29 3.29 148088.0 16 25
1 20160806 RTS43 35.73 8.51 7.32 6.19 3.07 124064.27 16 25
1 20160807 RTS43 41.17 8.2 6.99 5.57 3.0 119398.41 16 25
1 20160808 RTS43 37.24 8.76 7.58 5.95 3.23 94803.36 16 25
1 20160809 RTS43 40.66 7.86 6.51 5.13 2.95 169847.51 16 25
1 20160810 RTS43 32.32 7.76 6.81 5.54 2.7 217398.85 16 25
1 20160811 RTS43 31.79 7.75 7.16 5.47 2.71 192076.22 16 25
1 20160802 RTS5 27.75 8.94 8.2 7.63 1.7 33032.79 16 25
1 20160803 RTS5 25.89 8.45 7.57 6.99 1.92 44494.17 16 25
1 20160804 RTS5 27.04 8.41 7.43 6.85 2.25 47949.78 16 25
1 20160805 RTS5 26.23 7.7 6.85 6.28 2.12 64305.78 16 25
1 20160806 RTS5 17.53 7.07 6.81 4.98 1.38 134191.51 16 25
1 20160807 RTS5 25.71 7.05 6.5 5.92 1.51 74610.99 16 25
1 20160808 RTS5 25.99 6.54 6.16 5.2 1.47 106851.83 16 25
1 20160809 RTS5 24.65 6.81 6.34 5.77 1.36 91965.34 16 25
1 20160810 RTS5 24.73 6.74 6.25 5.31 1.59 128358.47 16 25
1 20160811 RTS5 25.3 7.03 6.55 5.61 1.51 77359.75 16 25
1 20160802 RTS6 19.86 8.81 8.2 7.63 1.62 28175.76 16 20
1 20160803 RTS6 19.05 8.15 7.57 6.99 1.6 35750.66 16 20
1 20160804 RTS6 20.3 7.96 7.43 6.85 1.61 38992.38 16 20
0 20160805 RTS6 18.7 7.36 6.85 6.28 1.6 56072.97 16 20
1 20160806 RTS6 18.74 7.02 6.36 4.98 1.67 106904.69 16 20
1 20160807 RTS6 24.37 7.42 6.5 5.92 2.11 80413.35 16 20
1 20160808 RTS6 17.58 7.19 6.16 5.2 2.16 134194.19 16 20
1 20160809 RTS6 18.36 7.17 6.34 5.77 1.94 102846.0 16 20
1 20160810 RTS6 17.87 7.2 6.69 4.87 2.02 172929.05 16 20
1 20160811 RTS6 18.45 7.45 6.55 5.61 2.03 92622.12 16 20
